Course Code|Course Description|Grade|Pathway or Destination|Enrolment
AHA4T|History of Popular Music|Grade 12|College Delivered (Dual Credits)|<10
AHB4T|Musical Theatre Production|Grade 12|College Delivered (Dual Credits)|14
AHE4T|Music and Society|Grade 12|College Delivered (Dual Credits)|38
AHF4T|Good Vibrations: The Evolution of Popular Music|Grade 12|College Delivered (Dual Credits)|20
AHG4T|Canadian Music Industry|Grade 12|College Delivered (Dual Credits)|<10
AHI4T|Art History and Appreciation|Grade 12|College Delivered (Dual Credits)|<10
AHK4T|History of Popular Music II|Grade 12|College Delivered (Dual Credits)|33
ALC1O|Intergrated Arts|Grade 9|Open (Grade 9 - 12 level)|3951
ALC2O|Intergrated Arts|Grade 11|Open (Grade 9 - 12 level)|236
AMA4T|Jazz|Grade 12|College Delivered (Dual Credits)|<10
AMB1O|Instrumental Music - Brass|Grade 9|Open (Grade 9 - 12 level)|76
AMB2O|Instrumental Music - Brass|Grade 10|Open (Grade 9 - 12 level)|37
AMB3M|Instrumental Music - Brass|Grade 11|University/College Preparation (Grade 11 & 12 level)|47
AMB4M|Instrumental Music - Brass|Grade 12|University/College Preparation (Grade 11 & 12 level)|46
AMC1O|Music for Creating|Grade 9|Open (Grade 9 - 12 level)|196
AMC2O|Music for Creating|Grade 10|Open (Grade 9 - 12 level)|464
AMC3M|Music for Creating|Grade 11|University/College Preparation (Grade 11 & 12 level)|287
AMC3O|Music for Creating|Grade 11|Open (Grade 9 - 12 level)|252
AMC4M|Music for Creating|Grade 12|University/College Preparation (Grade 11 & 12 level)|377
AMD1O|Electronic Music|Grade 9|Open (Grade 9 - 12 level)|10
AMD2O|Electronic Music|Grade 10|Open (Grade 9 - 12 level)|18
AMD3M|Electronic Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|66
AMD3O|Electronic Music|Grade 11|Open (Grade 9 - 12 level)|101
AMD4M|Electronic Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|29
AME1O|Small Ensemble|Grade 9|Open (Grade 9 - 12 level)|140
AME2O|Small Ensemble|Grade 10|Open (Grade 9 - 12 level)|289
AME3M|Small Ensemble|Grade 11|University/College Preparation (Grade 11 & 12 level)|237
AME3O|Small Ensemble|Grade 11|Open (Grade 9 - 12 level)|149
AME4M|Small Ensemble|Grade 12|University/College Preparation (Grade 11 & 12 level)|247
AMG1O|Guitar Music|Grade 9|Open (Grade 9 - 12 level)|1930
AMG2O|Guitar Music|Grade 10|Open (Grade 9 - 12 level)|9184
AMG3M|Guitar Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|1693
AMG3O|Guitar Music|Grade 11|Open (Grade 9 - 12 level)|3594
AMG4M|Guitar Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|1620
AMH1O|Stage-Band Music|Grade 9|Open (Grade 9 - 12 level)|64
AMH2O|Stage-Band Music|Grade 10|Open (Grade 9 - 12 level)|379
AMH3M|Stage-Band Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|559
AMH3O|Stage-Band Music|Grade 11|Open (Grade 9 - 12 level)|67
AMH4M|Stage-Band Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|632
AMI1O|Instrumental Music - Band|Grade 9|Open (Grade 9 - 12 level)|14037
AMI2O|Instrumental Music - Band|Grade 10|Open (Grade 9 - 12 level)|7284
AMI3M|Instrumental Music - Band|Grade 11|University/College Preparation (Grade 11 & 12 level)|4419
AMI3O|Instrumental Music - Band|Grade 11|Open (Grade 9 - 12 level)|239
AMI4M|Instrumental Music - Band|Grade 12|University/College Preparation (Grade 11 & 12 level)|3208
AMJ2O|Vocal Jazz|Grade 10|Open (Grade 9 - 12 level)|54
AMJ3M|Vocal Jazz|Grade 11|University/College Preparation (Grade 11 & 12 level)|198
AMJ3O|Vocal Jazz|Grade 11|Open (Grade 9 - 12 level)|28
AMJ4M|Vocal Jazz|Grade 12|University/College Preparation (Grade 11 & 12 level)|152
AMK1O|Keyboard Music|Grade 9|Open (Grade 9 - 12 level)|632
AMK2O|Keyboard Music|Grade 10|Open (Grade 9 - 12 level)|1777
AMK3M|Keyboard Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|517
AMK3O|Keyboard Music|Grade 11|Open (Grade 9 - 12 level)|322
AMK4M|Keyboard Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|331
AMM1O|Music and Computers|Grade 9|Open (Grade 9 - 12 level)|94
AMM2O|Music and Computers|Grade 10|Open (Grade 9 - 12 level)|596
AMM3M|Music and Computers|Grade 11|University/College Preparation (Grade 11 & 12 level)|481
AMM3O|Music and Computers|Grade 11|Open (Grade 9 - 12 level)|172
AMM4M|Music and Computers|Grade 12|University/College Preparation (Grade 11 & 12 level)|368
AMO1O|Instrumental Music - Orchestra|Grade 9|Open (Grade 9 - 12 level)|364
AMO2O|Instrumental Music - Orchestra|Grade 10|Open (Grade 9 - 12 level)|168
AMO3M|Instrumental Music - Orchestra|Grade 11|University/College Preparation (Grade 11 & 12 level)|124
AMO3O|Instrumental Music - Orchestra|Grade 11|Open (Grade 9 - 12 level)|<10
AMO4M|Instrumental Music - Orchestra|Grade 12|University/College Preparation (Grade 11 & 12 level)|107
AMP1O|Instrumental Music - Percussion|Grade 9|Open (Grade 9 - 12 level)|208
AMP2O|Instrumental Music - Percussion|Grade 10|Open (Grade 9 - 12 level)|367
AMP3M|Instrumental Music - Percussion|Grade 11|University/College Preparation (Grade 11 & 12 level)|110
AMP3O|Instrumental Music - Percussion|Grade 11|Open (Grade 9 - 12 level)|73
AMP4M|Instrumental Music - Percussion|Grade 12|University/College Preparation (Grade 11 & 12 level)|59
AMQ1O|Steel Drum - Music|Grade 9|Open (Grade 9 - 12 level)|181
AMQ2O|Steel Drum - Music|Grade 10|Open (Grade 9 - 12 level)|238
AMQ3M|Steel Drum - Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|95
AMQ3O|Steel Drum - Music|Grade 11|Open (Grade 9 - 12 level)|39
AMQ4M|Steel Drum - Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|64
AMR1O|Repertoire|Grade 9|Open (Grade 9 - 12 level)|3774
AMR2O|Repertoire|Grade 10|Open (Grade 9 - 12 level)|3702
AMR3M|Repertoire|Grade 11|University/College Preparation (Grade 11 & 12 level)|2663
AMR3O|Repertoire|Grade 11|Open (Grade 9 - 12 level)|1057
AMR4M|Repertoire|Grade 12|University/College Preparation (Grade 11 & 12 level)|2563
AMS1O|Instrumental Music - Strings|Grade 9|Open (Grade 9 - 12 level)|2076
AMS2O|Instrumental Music - Strings|Grade 10|Open (Grade 9 - 12 level)|1315
AMS3M|Instrumental Music - Strings|Grade 11|University/College Preparation (Grade 11 & 12 level)|816
AMS3O|Instrumental Music - Strings|Grade 11|Open (Grade 9 - 12 level)|42
AMS4M|Instrumental Music - Strings|Grade 12|University/College Preparation (Grade 11 & 12 level)|671
AMT1O|Music Theatre|Grade 9|Open (Grade 9 - 12 level)|115
AMT2O|Music Theatre|Grade 10|Open (Grade 9 - 12 level)|300
AMT3M|Music Theatre|Grade 11|University/College Preparation (Grade 11 & 12 level)|688
AMT3O|Music Theatre|Grade 11|Open (Grade 9 - 12 level)|279
AMT4M|Music Theatre|Grade 12|University/College Preparation (Grade 11 & 12 level)|880
AMU1O|Music|Grade 9|Open (Grade 9 - 12 level)|15573
AMU2O|Music|Grade 10|Open (Grade 9 - 12 level)|7482
AMU3M|Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|4223
AMU3O|Music|Grade 11|Open (Grade 9 - 12 level)|544
AMU4E|Music|Grade 12|Workplace Preparation (Grade 11 & 12 level)|145
AMU4M|Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|3397
AMV1O|Music - Vocal/Choral|Grade 9|Open (Grade 9 - 12 level)|4040
AMV2O|Music - Vocal/Choral|Grade 10|Open (Grade 9 - 12 level)|4461
AMV3M|Music - Vocal/Choral|Grade 11|University/College Preparation (Grade 11 & 12 level)|2726
AMV3O|Music - Vocal/Choral|Grade 11|Open (Grade 9 - 12 level)|807
AMV4M|Music - Vocal/Choral|Grade 12|University/College Preparation (Grade 11 & 12 level)|2434
AMW1O|Music - Woodwinds|Grade 9|Open (Grade 9 - 12 level)|122
AMW2O|Music - Woodwinds|Grade 10|Open (Grade 9 - 12 level)|74
AMW3M|Music - Woodwinds|Grade 11|University/College Preparation (Grade 11 & 12 level)|82
AMW3O|Music - Woodwinds|Grade 11|Open (Grade 9 - 12 level)|<10
AMW4M|Music - Woodwinds|Grade 12|University/College Preparation (Grade 11 & 12 level)|75
AMX3M|Music - External(Conservatory)|Grade 11|University/College Preparation (Grade 11 & 12 level)|314
AMX4M|Music - External(Conservatory)|Grade 12|University/College Preparation (Grade 11 & 12 level)|568
ASA4T|Media and the Arts|Grade 12|College Delivered (Dual Credits)|<10
ASM2O|Media Arts|Grade 10|Open (Grade 9 - 12 level)|9963
ASM3M|Media Arts|Grade 11|University/College Preparation (Grade 11 & 12 level)|3471
ASM3O|Media Arts|Grade 11|Open (Grade 9 - 12 level)|4141
ASM4E|Media Arts|Grade 12|Workplace Preparation (Grade 11 & 12 level)|149
ASM4M|Media Arts|Grade 12|University/College Preparation (Grade 11 & 12 level)|2303
ASM4O|Media Arts|Grade 12|Open (Grade 9 - 12 level)|17
ATB1O|Dance - Ballet|Grade 9|Open (Grade 9 - 12 level)|285
ATB2O|Dance - Ballet|Grade 10|Open (Grade 9 - 12 level)|279
ATB3M|Dance - Ballet|Grade 11|University/College Preparation (Grade 11 & 12 level)|267
ATB4M|Dance - Ballet|Grade 12|University/College Preparation (Grade 11 & 12 level)|179
ATC1O|Dance|Grade 9|Open (Grade 9 - 12 level)|3372
ATC2O|Dance|Grade 10|Open (Grade 9 - 12 level)|5683
ATC3M|Dance|Grade 11|University/College Preparation (Grade 11 & 12 level)|2317
ATC3O|Dance|Grade 11|Open (Grade 9 - 12 level)|876
ATC4E|Dance|Grade 12|Workplace Preparation (Grade 11 & 12 level)|12
ATC4M|Dance|Grade 12|University/College Preparation (Grade 11 & 12 level)|1587
ATD2O|Dance - Composition|Grade 10|Open (Grade 9 - 12 level)|<10
ATD3M|Dance - Composition|Grade 11|University/College Preparation (Grade 11 & 12 level)|48
ATD4M|Dance - Composition|Grade 12|University/College Preparation (Grade 11 & 12 level)|195
ATF3M|Dance - African|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ATF4M|Dance - African|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATJ2O|Dance - Jazz|Grade 10|Open (Grade 9 - 12 level)|86
ATJ3M|Dance - Jazz|Grade 11|University/College Preparation (Grade 11 & 12 level)|51
ATJ4M|Dance - Jazz|Grade 12|University/College Preparation (Grade 11 & 12 level)|20
ATL3M|Dance - Central and South American|Grade 11|University/College Preparation (Grade 11 & 12 level)|28
ATM1O|Dance - Modern|Grade 9|Open (Grade 9 - 12 level)|245
ATM2O|Dance - Modern|Grade 10|Open (Grade 9 - 12 level)|235
ATM3M|Dance - Modern|Grade 11|University/College Preparation (Grade 11 & 12 level)|246
ATM4M|Dance - Modern|Grade 12|University/College Preparation (Grade 11 & 12 level)|220
ATO2O|Dance - Pacific Rim/Asian|Grade 10|Open (Grade 9 - 12 level)|38
ATO3M|Dance - Pacific Rim/Asian|Grade 11|University/College Preparation (Grade 11 & 12 level)|18
ATO3O|Dance - Pacific Rim/Asian|Grade 11|Open (Grade 9 - 12 level)|16
ATO4M|Dance - Pacific Rim/Asian|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATP1O|Dance - Performance Practice|Grade 9|Open (Grade 9 - 12 level)|166
ATP2O|Dance - Performance Practice|Grade 10|Open (Grade 9 - 12 level)|246
ATP3M|Dance - Performance Practice|Grade 11|University/College Preparation (Grade 11 & 12 level)|199
ATP3O|Dance - Performance Practice|Grade 11|Open (Grade 9 - 12 level)|27
ATP4M|Dance - Performance Practice|Grade 12|University/College Preparation (Grade 11 & 12 level)|253
ATQ4T|Jazz|Grade 12|College Delivered (Dual Credits)|<10
ATR3O|Hip Hop and Urban|Grade 11|Open (Grade 9 - 12 level)|36
ATS2O|Social Dance (Ballroom, Swing, Traditional)|Grade 10|Open (Grade 9 - 12 level)|19
ATS4M|Social Dance (Ballroom, Swing, Traditional)|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATU2O|Dance - Music Theatre|Grade 10|Open (Grade 9 - 12 level)|18
ATU3M|Dance - Music Theatre|Grade 11|University/College Preparation (Grade 11 & 12 level)|45
ATU4M|Dance - Music Theatre|Grade 12|University/College Preparation (Grade 11 & 12 level)|75
ATZ3O|World Cultures|Grade 11|Open (Grade 9 - 12 level)|<10
AVA4T|Ideas and Imagery|Grade 12|College Delivered (Dual Credits)|26
AVI1O|Visual Arts|Grade 9|Open (Grade 9 - 12 level)|53575
AVI2O|Visual Arts|Grade 10|Open (Grade 9 - 12 level)|34907
AVI3M|Visual Arts|Grade 11|University/College Preparation (Grade 11 & 12 level)|18684
AVI3O|Visual Arts|Grade 11|Open (Grade 9 - 12 level)|5686
AVI4E|Visual Arts|Grade 12|Workplace Preparation (Grade 11 & 12 level)|537
AVI4M|Visual Arts|Grade 12|University/College Preparation (Grade 11 & 12 level)|12947
AWA1O|Visual Arts - Crafts|Grade 9|Open (Grade 9 - 12 level)|270
AWA2O|Visual Arts - Crafts|Grade 10|Open (Grade 9 - 12 level)|2397
AWA3M|Visual Arts - Crafts|Grade 11|University/College Preparation (Grade 11 & 12 level)|65
AWA3O|Visual Arts - Crafts|Grade 11|Open (Grade 9 - 12 level)|1998
AWA4M|Visual Arts - Crafts|Grade 12|University/College Preparation (Grade 11 & 12 level)|365
AWC2O|Visual Arts - Ceramics|Grade 10|Open (Grade 9 - 12 level)|602
AWC3M|Visual Arts - Ceramics|Grade 11|University/College Preparation (Grade 11 & 12 level)|424
AWC3O|Visual Arts - Ceramics|Grade 11|Open (Grade 9 - 12 level)|641
AWC4M|Visual Arts - Ceramics|Grade 12|University/College Preparation (Grade 11 & 12 level)|496
AWD1O|Visual Arts - Visual Design|Grade 9|Open (Grade 9 - 12 level)|291
AWD2O|Visual Arts - Visual Design|Grade 10|Open (Grade 9 - 12 level)|729
AWD3M|Visual Arts - Visual Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|1187
AWD3O|Visual Arts - Visual Design|Grade 11|Open (Grade 9 - 12 level)|361
AWD4M|Visual Arts - Visual Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|1425
AWE2O|Visual Arts - Information/Consumer Design|Grade 10|Open (Grade 9 - 12 level)|80
AWE3M|Visual Arts - Information/Consumer Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|356
AWE3O|Visual Arts - Information/Consumer Design|Grade 11|Open (Grade 9 - 12 level)|244
AWE4M|Visual Arts - Information/Consumer Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|642
AWF2O|Visual Arts - Industrial Design|Grade 10|Open (Grade 9 - 12 level)|72
AWF3M|Visual Arts - Industrial Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|46
AWF3O|Visual Arts - Industrial Design|Grade 11|Open (Grade 9 - 12 level)|18
AWF4M|Visual Arts - Industrial Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|79
AWG3M|Visual Arts - Environmental Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|23
AWG3O|Visual Arts - Environmental Design|Grade 11|Open (Grade 9 - 12 level)|23
AWG4M|Visual Arts - Environmental Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|17
AWH2O|Visual Arts - Interior Design|Grade 10|Open (Grade 9 - 12 level)|23
AWH3M|Visual Arts - Interior Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|85
AWH3O|Visual Arts - Interior Design|Grade 11|Open (Grade 9 - 12 level)|111
AWH4M|Visual Arts - Interior Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|140
AWI1O|Visual Arts - Fashion and Textile Design|Grade 9|Open (Grade 9 - 12 level)|51
AWI2O|Visual Arts - Fashion and Textile Design|Grade 10|Open (Grade 9 - 12 level)|226
AWI3M|Visual Arts - Fashion and Textile Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|97
AWI3O|Visual Arts - Fashion and Textile Design|Grade 11|Open (Grade 9 - 12 level)|267
AWI4M|Visual Arts - Fashion and Textile Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|147
AWJ2O|Visual Arts - Stage Design|Grade 10|Open (Grade 9 - 12 level)|<10
AWJ3M|Visual Arts - Stage Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|119
AWJ3O|Visual Arts - Stage Design|Grade 11|Open (Grade 9 - 12 level)|19
AWJ4M|Visual Arts - Stage Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|41
AWK1O|Visual Arts - Illustration|Grade 9|Open (Grade 9 - 12 level)|22
AWK2O|Visual Arts - Illustration|Grade 10|Open (Grade 9 - 12 level)|171
AWK3M|Visual Arts - Illustration|Grade 11|University/College Preparation (Grade 11 & 12 level)|138
AWK3O|Visual Arts - Illustration|Grade 11|Open (Grade 9 - 12 level)|125
AWK4M|Visual Arts - Illustration|Grade 12|University/College Preparation (Grade 11 & 12 level)|328
AWL1O|Visual Arts - Drawing|Grade 9|Open (Grade 9 - 12 level)|52
AWL2O|Visual Arts - Drawing|Grade 10|Open (Grade 9 - 12 level)|144
AWL3M|Visual Arts - Drawing|Grade 11|University/College Preparation (Grade 11 & 12 level)|391
AWL3O|Visual Arts - Drawing|Grade 11|Open (Grade 9 - 12 level)|117
AWL4M|Visual Arts - Drawing|Grade 12|University/College Preparation (Grade 11 & 12 level)|395
AWM1O|Visual Arts - Drawing and Painting|Grade 9|Open (Grade 9 - 12 level)|297
AWM2O|Visual Arts - Drawing and Painting|Grade 10|Open (Grade 9 - 12 level)|543
AWM3M|Visual Arts - Drawing and Painting|Grade 11|University/College Preparation (Grade 11 & 12 level)|869
AWM3O|Visual Arts - Drawing and Painting|Grade 11|Open (Grade 9 - 12 level)|309
AWM4M|Visual Arts - Drawing and Painting|Grade 12|University/College Preparation (Grade 11 & 12 level)|1478
AWN2O|Visual Arts - Painting|Grade 10|Open (Grade 9 - 12 level)|<10
AWN3M|Visual Arts - Painting|Grade 11|University/College Preparation (Grade 11 & 12 level)|73
AWN3O|Visual Arts - Painting|Grade 11|Open (Grade 9 - 12 level)|165
AWN4M|Visual Arts - Painting|Grade 12|University/College Preparation (Grade 11 & 12 level)|351
AWO1O|Visual Arts - Printmaking|Grade 9|Open (Grade 9 - 12 level)|24
AWO2O|Visual Arts - Printmaking|Grade 10|Open (Grade 9 - 12 level)|135
AWO3M|Visual Arts - Printmaking|Grade 11|University/College Preparation (Grade 11 & 12 level)|207
AWO3O|Visual Arts - Printmaking|Grade 11|Open (Grade 9 - 12 level)|282
AWO4M|Visual Arts - Printmaking|Grade 12|University/College Preparation (Grade 11 & 12 level)|184
AWP2O|Visual Arts - Sculpture|Grade 10|Open (Grade 9 - 12 level)|179
AWP3M|Visual Arts - Sculpture|Grade 11|University/College Preparation (Grade 11 & 12 level)|293
AWP3O|Visual Arts - Sculpture|Grade 11|Open (Grade 9 - 12 level)|289
AWP4M|Visual Arts - Sculpture|Grade 12|University/College Preparation (Grade 11 & 12 level)|351
AWQ1O|Visual Arts - Photography|Grade 9|Open (Grade 9 - 12 level)|58
AWQ2O|Visual Arts - Photography|Grade 10|Open (Grade 9 - 12 level)|3736
AWQ3M|Visual Arts - Photography|Grade 11|University/College Preparation (Grade 11 & 12 level)|7793
AWQ3O|Visual Arts - Photography|Grade 11|Open (Grade 9 - 12 level)|5873
AWQ4M|Visual Arts - Photography|Grade 12|University/College Preparation (Grade 11 & 12 level)|4960
AWR1O|Visual Arts - Film/Video|Grade 9|Open (Grade 9 - 12 level)|43
AWR2O|Visual Arts - Film/Video|Grade 10|Open (Grade 9 - 12 level)|118
AWR3M|Visual Arts - Film/Video|Grade 11|University/College Preparation (Grade 11 & 12 level)|825
AWR3O|Visual Arts - Film/Video|Grade 11|Open (Grade 9 - 12 level)|564
AWR4M|Visual Arts - Film/Video|Grade 12|University/College Preparation (Grade 11 & 12 level)|1116
AWS1O|Visual Arts - Digital Media|Grade 9|Open (Grade 9 - 12 level)|560
AWS2O|Visual Arts - Digital Media|Grade 10|Open (Grade 9 - 12 level)|1225
AWS3M|Visual Arts - Digital Media|Grade 11|University/College Preparation (Grade 11 & 12 level)|1059
AWS3O|Visual Arts - Digital Media|Grade 11|Open (Grade 9 - 12 level)|431
AWS4M|Visual Arts - Digital Media|Grade 12|University/College Preparation (Grade 11 & 12 level)|864
AWT1O|Visual Arts - Non-Traditional|Grade 9|Open (Grade 9 - 12 level)|133
AWT2O|Visual Arts - Non-Traditional|Grade 10|Open (Grade 9 - 12 level)|616
AWT3M|Visual Arts - Non-Traditional|Grade 11|University/College Preparation (Grade 11 & 12 level)|353
AWT3O|Visual Arts - Non-Traditional|Grade 11|Open (Grade 9 - 12 level)|250
AWT4M|Visual Arts - Non-Traditional|Grade 12|University/College Preparation (Grade 11 & 12 level)|969
AWU2O|Visual Arts - Cultural/Historical Studies|Grade 10|Open (Grade 9 - 12 level)|72
AWU3M|Visual Arts - Cultural/Historical Studies|Grade 11|University/College Preparation (Grade 11 & 12 level)|34
AWU3O|Visual Arts - Cultural/Historical Studies|Grade 11|Open (Grade 9 - 12 level)|<10
AWU4M|Visual Arts - Cultural/Historical Studies|Grade 12|University/College Preparation (Grade 11 & 12 level)|163
BAA4T|Accounting|Grade 12|College Delivered (Dual Credits)|27
BAB4T|Accounting Basics|Grade 12|College Delivered (Dual Credits)|13
BAE4T|Financial Accounting Basics|Grade 12|College Delivered (Dual Credits)|<10
BAF3M|Introduction to Financial Accounting|Grade 11|University/College Preparation (Grade 11 & 12 level)|27025
BAI3E|Introduction to Accounting|Grade 11|Workplace Preparation (Grade 11 & 12 level)|578
BAJ4T|Accounting Basics II|Grade 12|College Delivered (Dual Credits)|<10
BAN4E|Accounting for a Small Business|Grade 12|Workplace Preparation (Grade 11 & 12 level)|80
BAT4M|Principals of Financial Accounting|Grade 12|University/College Preparation (Grade 11 & 12 level)|10069
BBA4T|Introduction to Business|Grade 12|College Delivered (Dual Credits)|39
BBB4E|Introduction to International Business|Grade 12|Workplace Preparation (Grade 11 & 12 level)|75
BBB4M|International Business Fundamentals|Grade 12|University/College Preparation (Grade 11 & 12 level)|16447
BBF4T|Business, Its Nature and Environment|Grade 12|College Delivered (Dual Credits)|21
BBG4T|Management Principles|Grade 12|College Delivered (Dual Credits)|11
BBI1O|Introduction to Business|Grade 9|Open (Grade 9 - 12 level)|4043
BBI2O|Introduction to Business|Grade 10|Open (Grade 9 - 12 level)|26044
BBJ4T|Introduction to Business Management|Grade 12|College Delivered (Dual Credits)|<10
BBJ4Z|Introduction to Business Management|Grade 12|University Delivered (Dual Credits)|<10
BBK4T|Droit et Affaires|Grade 12|College Delivered (Dual Credits)|17
BBL4T|Business Law|Grade 12|College Delivered (Dual Credits)|<10
BBN4T|Foundations of Operations|Grade 12|College Delivered (Dual Credits)|<10
BBO4T|Business Law I|Grade 12|College Delivered (Dual Credits)|<10
