Course Code|Course Description|Grade|Pathway or Destination|Enrolment
ADV4M|Drama - Film/Video|Grade 12|University/College Preparation (Grade 11 & 12 level)|374
AEA3O|Exploring and Creating in the Arts|Grade 11|Open (Grade 9 - 12 level)|363
AEA4O|Exploring and Creating in the Arts|Grade 12|Open (Grade 9 - 12 level)|1225
AEB4T|Exploring Art and Design|Grade 12|College Delivered (Dual Credits)|20
AED4T|Art and Design Portfolio Development|Grade 12|College Delivered (Dual Credits)|17
AEF4T|Design|Grade 12|College Delivered (Dual Credits)|54
AEH4T|Elements of Décor|Grade 12|College Delivered (Dual Credits)|<10
AEL4T|Basic  Design|Grade 12|College Delivered (Dual Credits)|20
AEM4T|Composition and Creativity|Grade 12|College Delivered (Dual Credits)|18
AFA4T|Illustration|Grade 12|College Delivered (Dual Credits)|24
AFB4T|Painting and Drawing|Grade 12|College Delivered (Dual Credits)|17
AFD4T|Drawing|Grade 12|College Delivered (Dual Credits)|39
AFE4T|Basic Digital Photography|Grade 12|College Delivered (Dual Credits)|12
AFG4T|2D Digital Art|Grade 12|College Delivered (Dual Credits)|43
AFI4T|Digital Photography and Image Editing|Grade 12|College Delivered (Dual Credits)|96
AFJ4T|Digital Art and Design|Grade 12|College Delivered (Dual Credits)|100
AFK4T|Digital Photography Techniques|Grade 12|College Delivered (Dual Credits)|147
AFM4T|Digital Applications|Grade 12|College Delivered (Dual Credits)|10
AFR4T|Modelling and Animation|Grade 12|College Delivered (Dual Credits)|19
AFS4T|Painting and Drawing  Theory|Grade 12|College Delivered (Dual Credits)|<10
AHB4T|Musical Theatre Production|Grade 12|College Delivered (Dual Credits)|15
AHE4T|Music and Society|Grade 12|College Delivered (Dual Credits)|24
AHF4T|Good Vibrations: The Evolution of Popular Music|Grade 12|College Delivered (Dual Credits)|68
AHG4T|Canadian Music Industry|Grade 12|College Delivered (Dual Credits)|<10
AHL4T|History of Rock and Roll|Grade 12|College Delivered (Dual Credits)|16
ALC1O|Integrated Arts|Grade 9|Open (Grade 9 - 12 level)|3487
ALC2O|Integrated Arts|Grade 10|Open (Grade 9 - 12 level)|377
AMB1O|Instrumental Music - Brass|Grade 9|Open (Grade 9 - 12 level)|82
AMB2O|Instrumental Music - Brass|Grade 10|Open (Grade 9 - 12 level)|24
AMB3M|Instrumental Music - Brass|Grade 11|University/College Preparation (Grade 11 & 12 level)|29
AMB4M|Instrumental Music - Brass|Grade 12|University/College Preparation (Grade 11 & 12 level)|46
AMC1O|Music for Creating|Grade 9|Open (Grade 9 - 12 level)|267
AMC2O|Music for Creating|Grade 10|Open (Grade 9 - 12 level)|328
AMC3M|Music for Creating|Grade 11|University/College Preparation (Grade 11 & 12 level)|256
AMC3O|Music for Creating|Grade 11|Open (Grade 9 - 12 level)|94
AMC4M|Music for Creating|Grade 12|University/College Preparation (Grade 11 & 12 level)|276
AMD1O|Electronic Music|Grade 9|Open (Grade 9 - 12 level)|23
AMD2O|Electronic Music|Grade 10|Open (Grade 9 - 12 level)|26
AMD3M|Electronic Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|59
AMD3O|Electronic Music|Grade 11|Open (Grade 9 - 12 level)|16
AMD4M|Electronic Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|61
AME1O|Small Ensemble|Grade 9|Open (Grade 9 - 12 level)|121
AME2O|Small Ensemble|Grade 10|Open (Grade 9 - 12 level)|147
AME3M|Small Ensemble|Grade 11|University/College Preparation (Grade 11 & 12 level)|220
AME3O|Small Ensemble|Grade 11|Open (Grade 9 - 12 level)|62
AME4M|Small Ensemble|Grade 12|University/College Preparation (Grade 11 & 12 level)|322
AMF4T|Voice|Grade 12|College Delivered (Dual Credits)|<10
AMG1O|Guitar Music|Grade 9|Open (Grade 9 - 12 level)|1703
AMG2O|Guitar Music|Grade 10|Open (Grade 9 - 12 level)|6221
AMG3M|Guitar Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|1543
AMG3O|Guitar Music|Grade 11|Open (Grade 9 - 12 level)|2111
AMG4M|Guitar Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|1166
AMH1O|Stage-Band Music|Grade 9|Open (Grade 9 - 12 level)|111
AMH2O|Stage-Band Music|Grade 10|Open (Grade 9 - 12 level)|238
AMH3M|Stage-Band Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|386
AMH3O|Stage-Band Music|Grade 11|Open (Grade 9 - 12 level)|18
AMH4M|Stage-Band Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|574
AMI1O|Instrumental Music - Band|Grade 9|Open (Grade 9 - 12 level)|13208
AMI2O|Instrumental Music - Band|Grade 10|Open (Grade 9 - 12 level)|6501
AMI3M|Instrumental Music - Band|Grade 11|University/College Preparation (Grade 11 & 12 level)|3895
AMI3O|Instrumental Music - Band|Grade 11|Open (Grade 9 - 12 level)|83
AMI4M|Instrumental Music - Band|Grade 12|University/College Preparation (Grade 11 & 12 level)|2832
AMJ1O|Vocal Jazz|Grade 9|Open (Grade 9 - 12 level)|10
AMJ2O|Vocal Jazz|Grade 10|Open (Grade 9 - 12 level)|65
AMJ3M|Vocal Jazz|Grade 11|University/College Preparation (Grade 11 & 12 level)|96
AMJ3O|Vocal Jazz|Grade 11|Open (Grade 9 - 12 level)|30
AMJ4M|Vocal Jazz|Grade 12|University/College Preparation (Grade 11 & 12 level)|206
AMK1O|Keyboard Music|Grade 9|Open (Grade 9 - 12 level)|575
AMK2O|Keyboard Music|Grade 10|Open (Grade 9 - 12 level)|1345
AMK3M|Keyboard Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|523
AMK3O|Keyboard Music|Grade 11|Open (Grade 9 - 12 level)|151
AMK4M|Keyboard Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|311
AMM1O|Music and Computers|Grade 9|Open (Grade 9 - 12 level)|210
AMM2O|Music and Computers|Grade 10|Open (Grade 9 - 12 level)|483
AMM3M|Music and Computers|Grade 11|University/College Preparation (Grade 11 & 12 level)|453
AMM3O|Music and Computers|Grade 11|Open (Grade 9 - 12 level)|144
AMM4M|Music and Computers|Grade 12|University/College Preparation (Grade 11 & 12 level)|320
AMO1O|Instrumental Music - Orchestra|Grade 9|Open (Grade 9 - 12 level)|287
AMO2O|Instrumental Music - Orchestra|Grade 10|Open (Grade 9 - 12 level)|110
AMO3M|Instrumental Music - Orchestra|Grade 11|University/College Preparation (Grade 11 & 12 level)|82
AMO3O|Instrumental Music - Orchestra|Grade 11|Open (Grade 9 - 12 level)|<10
AMO4M|Instrumental Music - Orchestra|Grade 12|University/College Preparation (Grade 11 & 12 level)|90
AMP1O|Instrumental Music - Percussion|Grade 9|Open (Grade 9 - 12 level)|142
AMP2O|Instrumental Music - Percussion|Grade 10|Open (Grade 9 - 12 level)|164
AMP3M|Instrumental Music - Percussion|Grade 11|University/College Preparation (Grade 11 & 12 level)|36
AMP3O|Instrumental Music - Percussion|Grade 11|Open (Grade 9 - 12 level)|41
AMP4M|Instrumental Music - Percussion|Grade 12|University/College Preparation (Grade 11 & 12 level)|50
AMQ1O|Music - Steel Drum|Grade 9|Open (Grade 9 - 12 level)|190
AMQ2O|Music - Steel Drum|Grade 10|Open (Grade 9 - 12 level)|181
AMQ3M|Music - Steel Drum|Grade 11|University/College Preparation (Grade 11 & 12 level)|59
AMQ3O|Music - Steel Drum|Grade 11|Open (Grade 9 - 12 level)|27
AMQ4M|Music - Steel Drum|Grade 12|University/College Preparation (Grade 11 & 12 level)|49
AMR1O|Repertoire|Grade 9|Open (Grade 9 - 12 level)|3518
AMR2O|Repertoire|Grade 10|Open (Grade 9 - 12 level)|3951
AMR3M|Repertoire|Grade 11|University/College Preparation (Grade 11 & 12 level)|2843
AMR3O|Repertoire|Grade 11|Open (Grade 9 - 12 level)|355
AMR4M|Repertoire|Grade 12|University/College Preparation (Grade 11 & 12 level)|2319
AMS1O|Instrumental Music - Strings|Grade 9|Open (Grade 9 - 12 level)|1847
AMS2O|Instrumental Music - Strings|Grade 10|Open (Grade 9 - 12 level)|1206
AMS3M|Instrumental Music - Strings|Grade 11|University/College Preparation (Grade 11 & 12 level)|763
AMS3O|Instrumental Music - Strings|Grade 11|Open (Grade 9 - 12 level)|111
AMS4M|Instrumental Music - Strings|Grade 12|University/College Preparation (Grade 11 & 12 level)|603
AMT1O|Music Theatre|Grade 9|Open (Grade 9 - 12 level)|106
AMT2O|Music Theatre|Grade 10|Open (Grade 9 - 12 level)|253
AMT3M|Music Theatre|Grade 11|University/College Preparation (Grade 11 & 12 level)|620
AMT3O|Music Theatre|Grade 11|Open (Grade 9 - 12 level)|107
AMT4M|Music Theatre|Grade 12|University/College Preparation (Grade 11 & 12 level)|650
AMU1O|Music|Grade 9|Open (Grade 9 - 12 level)|14707
AMU2O|Music|Grade 10|Open (Grade 9 - 12 level)|6735
AMU3M|Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|3779
AMU3O|Music|Grade 11|Open (Grade 9 - 12 level)|523
AMU4E|Music|Grade 12|Workplace Preparation (Grade 11 & 12 level)|101
AMU4M|Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|2635
AMV1O|Music - Vocal/Choral|Grade 9|Open (Grade 9 - 12 level)|3693
AMV2O|Music - Vocal/Choral|Grade 10|Open (Grade 9 - 12 level)|3602
AMV3M|Music - Vocal/Choral|Grade 11|University/College Preparation (Grade 11 & 12 level)|2523
AMV3O|Music - Vocal/Choral|Grade 11|Open (Grade 9 - 12 level)|392
AMV4M|Music - Vocal/Choral|Grade 12|University/College Preparation (Grade 11 & 12 level)|1939
AMW1O|Music - Woodwinds|Grade 9|Open (Grade 9 - 12 level)|126
AMW2O|Music - Woodwinds|Grade 10|Open (Grade 9 - 12 level)|46
AMW3M|Music - Woodwinds|Grade 11|University/College Preparation (Grade 11 & 12 level)|59
AMW3O|Music - Woodwinds|Grade 11|Open (Grade 9 - 12 level)|<10
AMW4M|Music - Woodwinds|Grade 12|University/College Preparation (Grade 11 & 12 level)|70
AMX3M|Music - External (Conservatory)|Grade 11|University/College Preparation (Grade 11 & 12 level)|210
AMX4M|Music - External (Conservatory)|Grade 12|University/College Preparation (Grade 11 & 12 level)|392
ASA4T|Media and the Arts|Grade 12|College Delivered (Dual Credits)|<10
ASM2O|Media Arts|Grade 10|Open (Grade 9 - 12 level)|8434
ASM3M|Media Arts|Grade 11|University/College Preparation (Grade 11 & 12 level)|3282
ASM3O|Media Arts|Grade 11|Open (Grade 9 - 12 level)|2628
ASM4E|Media Arts|Grade 12|Workplace Preparation (Grade 11 & 12 level)|159
ASM4M|Media Arts|Grade 12|University/College Preparation (Grade 11 & 12 level)|2091
ATA4T|Basic Jazz |Grade 12|College Delivered (Dual Credits)|<10
ATB1O|Dance - Ballet|Grade 9|Open (Grade 9 - 12 level)|291
ATB2O|Dance - Ballet|Grade 10|Open (Grade 9 - 12 level)|288
ATB3M|Dance - Ballet|Grade 11|University/College Preparation (Grade 11 & 12 level)|272
ATB4M|Dance - Ballet|Grade 12|University/College Preparation (Grade 11 & 12 level)|153
ATC1O|Dance|Grade 9|Open (Grade 9 - 12 level)|3584
ATC2O|Dance|Grade 10|Open (Grade 9 - 12 level)|4532
ATC3M|Dance|Grade 11|University/College Preparation (Grade 11 & 12 level)|2281
ATC3O|Dance|Grade 11|Open (Grade 9 - 12 level)|643
ATC4E|Dance|Grade 12|Workplace Preparation (Grade 11 & 12 level)|23
ATC4M|Dance|Grade 12|University/College Preparation (Grade 11 & 12 level)|1718
ATD1O|Dance - Composition|Grade 9|Open (Grade 9 - 12 level)|<10
ATD2O|Dance - Composition|Grade 10|Open (Grade 9 - 12 level)|<10
ATD3M|Dance - Composition|Grade 11|University/College Preparation (Grade 11 & 12 level)|53
ATD3O|Dance - Composition|Grade 11|Open (Grade 9 - 12 level)|<10
ATD4M|Dance - Composition|Grade 12|University/College Preparation (Grade 11 & 12 level)|212
ATF2O|Dance - African|Grade 10|Open (Grade 9 - 12 level)|<10
ATF3M|Dance - African|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ATF4M|Dance - African|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATH4M|Dance - History Development|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATJ1O|Dance - Jazz|Grade 9|Open (Grade 9 - 12 level)|18
ATJ2O|Dance - Jazz|Grade 10|Open (Grade 9 - 12 level)|115
ATJ3M|Dance - Jazz|Grade 11|University/College Preparation (Grade 11 & 12 level)|31
ATJ3O|Dance - Jazz|Grade 11|Open (Grade 9 - 12 level)|<10
ATJ4M|Dance - Jazz|Grade 12|University/College Preparation (Grade 11 & 12 level)|15
ATL3M|Dance - Central and South American|Grade 11|University/College Preparation (Grade 11 & 12 level)|30
ATM1O|Dance - Modern|Grade 9|Open (Grade 9 - 12 level)|270
ATM2O|Dance - Modern|Grade 10|Open (Grade 9 - 12 level)|286
ATM3M|Dance - Modern|Grade 11|University/College Preparation (Grade 11 & 12 level)|226
ATM3O|Dance - Modern|Grade 11|Open (Grade 9 - 12 level)|<10
ATM4M|Dance - Modern|Grade 12|University/College Preparation (Grade 11 & 12 level)|198
ATN3O|Aboriginal Peoples (North American)|Grade 11|Open (Grade 9 - 12 level)|<10
ATO2O|Dance - Pacific Rim/Asian|Grade 10|Open (Grade 9 - 12 level)|13
ATO3M|Dance - Pacific Rim/Asian|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ATO3O|Dance - Pacific Rim/Asian|Grade 11|Open (Grade 9 - 12 level)|25
ATO4M|Dance - Pacific Rim/Asian|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATP1O|Dance - Performance Practice|Grade 9|Open (Grade 9 - 12 level)|180
ATP2O|Dance - Performance Practice|Grade 10|Open (Grade 9 - 12 level)|241
ATP3M|Dance - Performance Practice|Grade 11|University/College Preparation (Grade 11 & 12 level)|258
ATP3O|Dance - Performance Practice|Grade 11|Open (Grade 9 - 12 level)|<10
ATP4M|Dance - Performance Practice|Grade 12|University/College Preparation (Grade 11 & 12 level)|278
ATR1O|Dance-Hip Hop and Urban|Grade 9|Open (Grade 9 - 12 level)|10
ATR2O|Dance-Hip Hop and Urban|Grade 10|Open (Grade 9 - 12 level)|<10
ATR3M|Dance-Hip Hop and Urban|Grade 11|University/College Preparation (Grade 11 & 12 level)|18
ATR3O|Dance-Hip Hop and Urban|Grade 11|Open (Grade 9 - 12 level)|18
ATS2O|Dance-Social Dance (Ballroom, Swing, Traditional Form)|Grade 10|Open (Grade 9 - 12 level)|10
ATS3O|Dance-Social Dance (Ballroom,Swing, Traditional Forms)|Grade 11|Open (Grade 9 - 12 level)|<10
ATS4M|Dance-Social Dance (Ballroom,Swing, Traditional Forms)|Grade 12|University/College Preparation (Grade 11 & 12 level)|12
ATU2O|Dance - Music Theatre|Grade 10|Open (Grade 9 - 12 level)|21
ATU3M|Dance - Music Theatre|Grade 11|University/College Preparation (Grade 11 & 12 level)|73
ATU3O|Dance - Music Theatre|Grade 11|Open (Grade 9 - 12 level)|18
ATU4M|Dance - Music Theatre|Grade 12|University/College Preparation (Grade 11 & 12 level)|83
ATY4T|Movement and Dance|Grade 12|College Delivered (Dual Credits)|<10
ATZ1O|Dance-World Cultures|Grade 9|Open (Grade 9 - 12 level)|<10
AVA4T|Ideas and Imagery|Grade 12|College Delivered (Dual Credits)|<10
AVB4T|Visual Arts Oils|Grade 12|College Delivered (Dual Credits)|<10
AVD4T|Fashion Design|Grade 12|College Delivered (Dual Credits)|45
AVI1O|Visual Arts|Grade 9|Open (Grade 9 - 12 level)|47997
AVI2O|Visual Arts|Grade 10|Open (Grade 9 - 12 level)|30812
AVI3M|Visual Arts|Grade 11|University/College Preparation (Grade 11 & 12 level)|17006
AVI3O|Visual Arts|Grade 11|Open (Grade 9 - 12 level)|4461
AVI4E|Visual Arts|Grade 12|Workplace Preparation (Grade 11 & 12 level)|532
AVI4M|Visual Arts|Grade 12|University/College Preparation (Grade 11 & 12 level)|11033
AVN4T|Sculptures|Grade 12|College Delivered (Dual Credits)|14
AVP4T|Painting|Grade 12|College Delivered (Dual Credits)|13
AWA1O|Visual Arts - Crafts|Grade 9|Open (Grade 9 - 12 level)|397
AWA2O|Visual Arts - Crafts|Grade 10|Open (Grade 9 - 12 level)|2364
AWA3M|Visual Arts - Crafts|Grade 11|University/College Preparation (Grade 11 & 12 level)|108
AWA3O|Visual Arts - Crafts|Grade 11|Open (Grade 9 - 12 level)|1426
AWA4M|Visual Arts - Crafts|Grade 12|University/College Preparation (Grade 11 & 12 level)|252
AWC2O|Visual Arts - Ceramics|Grade 10|Open (Grade 9 - 12 level)|560
AWC3M|Visual Arts - Ceramics|Grade 11|University/College Preparation (Grade 11 & 12 level)|406
AWC3O|Visual Arts - Ceramics|Grade 11|Open (Grade 9 - 12 level)|480
AWC4M|Visual Arts - Ceramics|Grade 12|University/College Preparation (Grade 11 & 12 level)|318
AWD1O|Visual Arts - Visual Design|Grade 9|Open (Grade 9 - 12 level)|243
AWD2O|Visual Arts - Visual Design|Grade 10|Open (Grade 9 - 12 level)|739
AWD3M|Visual Arts - Visual Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|1065
AWD3O|Visual Arts - Visual Design|Grade 11|Open (Grade 9 - 12 level)|273
AWD4M|Visual Arts - Visual Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|1482
AWE1O|Visual Arts - Information/Consumer Design|Grade 9|Open (Grade 9 - 12 level)|<10
AWE2O|Visual Arts - Information/Consumer Design|Grade 10|Open (Grade 9 - 12 level)|55
AWE3M|Visual Arts - Information/Consumer Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|404
AWE3O|Visual Arts - Information/Consumer Design|Grade 11|Open (Grade 9 - 12 level)|96
AWE4M|Visual Arts - Information/Consumer Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|617
AWF2O|Visual Arts - Industrial Design|Grade 10|Open (Grade 9 - 12 level)|68
AWF3M|Visual Arts - Industrial Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|25
AWF3O|Visual Arts - Industrial Design|Grade 11|Open (Grade 9 - 12 level)|26
AWF4M|Visual Arts - Industrial Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|56
AWG4M|Visual Arts - Environmental Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|10
AWH3M|Visual Arts - Interior Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|104
AWH3O|Visual Arts - Interior Design|Grade 11|Open (Grade 9 - 12 level)|87
AWH4M|Visual Arts - Interior Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|74
AWI1O|Visual Arts - Fashion and Textile Design|Grade 9|Open (Grade 9 - 12 level)|30
AWI2O|Visual Arts - Fashion and Textile Design|Grade 10|Open (Grade 9 - 12 level)|209
AWI3M|Visual Arts - Fashion and Textile Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|172
AWI3O|Visual Arts - Fashion and Textile Design|Grade 11|Open (Grade 9 - 12 level)|188
AWI4M|Visual Arts - Fashion and Textile Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|216
AWJ1O|Visual Arts - Stage Design|Grade 9|Open (Grade 9 - 12 level)|<10
AWJ2O|Visual Arts - Stage Design|Grade 10|Open (Grade 9 - 12 level)|<10
AWJ3M|Visual Arts - Stage Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|47
AWJ3O|Visual Arts - Stage Design|Grade 11|Open (Grade 9 - 12 level)|40
AWJ4M|Visual Arts - Stage Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|41
AWK1O|Visual Arts - Illustration|Grade 9|Open (Grade 9 - 12 level)|30
AWK2O|Visual Arts - Illustration|Grade 10|Open (Grade 9 - 12 level)|95
AWK3M|Visual Arts - Illustration|Grade 11|University/College Preparation (Grade 11 & 12 level)|128
AWK3O|Visual Arts - Illustration|Grade 11|Open (Grade 9 - 12 level)|87
AWK4M|Visual Arts - Illustration|Grade 12|University/College Preparation (Grade 11 & 12 level)|260
AWL1O|Visual Arts - Drawing|Grade 9|Open (Grade 9 - 12 level)|63
AWL2O|Visual Arts - Drawing|Grade 10|Open (Grade 9 - 12 level)|103
AWL3M|Visual Arts - Drawing|Grade 11|University/College Preparation (Grade 11 & 12 level)|357
AWL3O|Visual Arts - Drawing|Grade 11|Open (Grade 9 - 12 level)|132
AWL4M|Visual Arts - Drawing|Grade 12|University/College Preparation (Grade 11 & 12 level)|322
AWM1O|Visual Arts - Drawing and Painting|Grade 9|Open (Grade 9 - 12 level)|286
AWM2O|Visual Arts - Drawing and Painting|Grade 10|Open (Grade 9 - 12 level)|355
AWM3M|Visual Arts - Drawing and Painting|Grade 11|University/College Preparation (Grade 11 & 12 level)|765
AWM3O|Visual Arts - Drawing and Painting|Grade 11|Open (Grade 9 - 12 level)|221
AWM4M|Visual Arts - Drawing and Painting|Grade 12|University/College Preparation (Grade 11 & 12 level)|1268
AWN2O|Visual Arts - Painting|Grade 10|Open (Grade 9 - 12 level)|88
AWN3M|Visual Arts - Painting|Grade 11|University/College Preparation (Grade 11 & 12 level)|93
AWN3O|Visual Arts - Painting|Grade 11|Open (Grade 9 - 12 level)|68
AWN4M|Visual Arts - Painting|Grade 12|University/College Preparation (Grade 11 & 12 level)|397
AWO1O|Visual Arts - Printmaking|Grade 9|Open (Grade 9 - 12 level)|18
AWO2O|Visual Arts - Printmaking|Grade 10|Open (Grade 9 - 12 level)|116
AWO3M|Visual Arts - Printmaking|Grade 11|University/College Preparation (Grade 11 & 12 level)|171
AWO3O|Visual Arts - Printmaking|Grade 11|Open (Grade 9 - 12 level)|157
AWO4M|Visual Arts - Printmaking|Grade 12|University/College Preparation (Grade 11 & 12 level)|141
AWP2O|Visual Arts - Sculpture|Grade 10|Open (Grade 9 - 12 level)|178
AWP3M|Visual Arts - Sculpture|Grade 11|University/College Preparation (Grade 11 & 12 level)|227
AWP3O|Visual Arts - Sculpture|Grade 11|Open (Grade 9 - 12 level)|280
AWP4M|Visual Arts - Sculpture|Grade 12|University/College Preparation (Grade 11 & 12 level)|294
AWQ1O|Visual Arts - Photography|Grade 9|Open (Grade 9 - 12 level)|39
AWQ2O|Visual Arts - Photography|Grade 10|Open (Grade 9 - 12 level)|3740
AWQ3M|Visual Arts - Photography|Grade 11|University/College Preparation (Grade 11 & 12 level)|6634
AWQ3O|Visual Arts - Photography|Grade 11|Open (Grade 9 - 12 level)|4615
AWQ4M|Visual Arts - Photography|Grade 12|University/College Preparation (Grade 11 & 12 level)|3629
AWR1O|Visual Arts - Film/Video|Grade 9|Open (Grade 9 - 12 level)|52
AWR2O|Visual Arts - Film/Video|Grade 10|Open (Grade 9 - 12 level)|94
AWR3M|Visual Arts - Film/Video|Grade 11|University/College Preparation (Grade 11 & 12 level)|916
AWR3O|Visual Arts - Film/Video|Grade 11|Open (Grade 9 - 12 level)|441
AWR4M|Visual Arts - Film/Video|Grade 12|University/College Preparation (Grade 11 & 12 level)|1079
AWS1O|Visual Arts - Digital Media|Grade 9|Open (Grade 9 - 12 level)|627
AWS2O|Visual Arts - Digital Media|Grade 10|Open (Grade 9 - 12 level)|1275
AWS3M|Visual Arts - Digital Media|Grade 11|University/College Preparation (Grade 11 & 12 level)|1160
AWS3O|Visual Arts - Digital Media|Grade 11|Open (Grade 9 - 12 level)|257
AWS4M|Visual Arts - Digital Media|Grade 12|University/College Preparation (Grade 11 & 12 level)|848
AWT1O|Visual Arts - Non-Traditional|Grade 9|Open (Grade 9 - 12 level)|198
AWT2O|Visual Arts - Non-Traditional|Grade 10|Open (Grade 9 - 12 level)|510
AWT3M|Visual Arts - Non-Traditional|Grade 11|University/College Preparation (Grade 11 & 12 level)|387
AWT3O|Visual Arts - Non-Traditional|Grade 11|Open (Grade 9 - 12 level)|306
AWT4M|Visual Arts - Non-Traditional|Grade 12|University/College Preparation (Grade 11 & 12 level)|666
AWU1O|Visual Arts - Cultural/Historical Studies|Grade 9|Open (Grade 9 - 12 level)|18
AWU2O|Visual Arts - Cultural/Historical Studies|Grade 10|Open (Grade 9 - 12 level)|110
AWU3M|Visual Arts - Cultural/Historical Studies|Grade 11|University/College Preparation (Grade 11 & 12 level)|41
AWU3O|Visual Arts - Cultural/Historical Studies|Grade 11|Open (Grade 9 - 12 level)|96
AWU4M|Visual Arts - Cultural/Historical Studies|Grade 12|University/College Preparation (Grade 11 & 12 level)|234
AWY4T|Print Making|Grade 12|College Delivered (Dual Credits)|<10
BAA4T|Accounting|Grade 12|College Delivered (Dual Credits)|<10
BAB4T|Accounting Basics|Grade 12|College Delivered (Dual Credits)|<10
