Course Code|Course Description|Grade|Pathway or Destination|Enrolment
AEA4O|Exploring and Creating in the Arts|Grade 12|Open (Grade 9 - 12 level)|420
AEA4T|Art Gaming|Grade 12|College Delivered (Dual Credits)|10
AEB4T|Exploring Art and Design|Grade 12|College Delivered (Dual Credits)|15
AEF4T|Design|Grade 12|College Delivered (Dual Credits)|50
AEL4T|Basic  Design|Grade 12|College Delivered (Dual Credits)|40
AEM4T|Composition and Creativity|Grade 12|College Delivered (Dual Credits)|40
AFA4T|Illustration|Grade 12|College Delivered (Dual Credits)|60
AFB4T|Painting and Drawing|Grade 12|College Delivered (Dual Credits)|<10
AFD4T|Drawing|Grade 12|College Delivered (Dual Credits)|105
AFE4T|Basic Digital Photography|Grade 12|College Delivered (Dual Credits)|<10
AFG4T|2D Digital Art|Grade 12|College Delivered (Dual Credits)|20
AFI4T|Digital Photography and Image Editing|Grade 12|College Delivered (Dual Credits)|90
AFJ4T|Digital Art and Design|Grade 12|College Delivered (Dual Credits)|65
AFK4T|Digital Photography Techniques|Grade 12|College Delivered (Dual Credits)|125
AFM4T|Digital Applications|Grade 12|College Delivered (Dual Credits)|20
AFO4T|Painting and Drawing - Watercolour|Grade 12|College Delivered (Dual Credits)|<10
AFR4T|Modelling and Animation|Grade 12|College Delivered (Dual Credits)|55
AHE4T|Music and Society|Grade 12|College Delivered (Dual Credits)|45
AHG4T|Canadian Music Industry|Grade 12|College Delivered (Dual Credits)|<10
ALC1O|Integrated Arts|Grade 9|Open (Grade 9 - 12 level)|2935
ALC2O|Integrated Arts|Grade 10|Open (Grade 9 - 12 level)|575
AMB1O|Instrumental Music - Brass|Grade 9|Open (Grade 9 - 12 level)|75
AMB2O|Instrumental Music - Brass|Grade 10|Open (Grade 9 - 12 level)|30
AMB3M|Instrumental Music - Brass|Grade 11|University/College Preparation (Grade 11 & 12 level)|25
AMB4M|Instrumental Music - Brass|Grade 12|University/College Preparation (Grade 11 & 12 level)|25
AMC1O|Music for Creating|Grade 9|Open (Grade 9 - 12 level)|255
AMC2O|Music for Creating|Grade 10|Open (Grade 9 - 12 level)|290
AMC3M|Music for Creating|Grade 11|University/College Preparation (Grade 11 & 12 level)|360
AMC3O|Music for Creating|Grade 11|Open (Grade 9 - 12 level)|165
AMC4M|Music for Creating|Grade 12|University/College Preparation (Grade 11 & 12 level)|310
AMD1O|Electronic Music|Grade 9|Open (Grade 9 - 12 level)|20
AMD2O|Electronic Music|Grade 10|Open (Grade 9 - 12 level)|55
AMD3M|Electronic Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|45
AMD3O|Electronic Music|Grade 11|Open (Grade 9 - 12 level)|20
AMD4M|Electronic Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|20
AME1O|Small Ensemble|Grade 9|Open (Grade 9 - 12 level)|105
AME2O|Small Ensemble|Grade 10|Open (Grade 9 - 12 level)|120
AME3M|Small Ensemble|Grade 11|University/College Preparation (Grade 11 & 12 level)|175
AME3O|Small Ensemble|Grade 11|Open (Grade 9 - 12 level)|130
AME4M|Small Ensemble|Grade 12|University/College Preparation (Grade 11 & 12 level)|185
AMG1O|Guitar Music|Grade 9|Open (Grade 9 - 12 level)|1625
AMG2O|Guitar Music|Grade 10|Open (Grade 9 - 12 level)|5195
AMG3M|Guitar Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|1255
AMG3O|Guitar Music|Grade 11|Open (Grade 9 - 12 level)|1340
AMG4M|Guitar Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|925
AMH1O|Stage-Band Music|Grade 9|Open (Grade 9 - 12 level)|80
AMH2O|Stage-Band Music|Grade 10|Open (Grade 9 - 12 level)|195
AMH3M|Stage-Band Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|345
AMH3O|Stage-Band Music|Grade 11|Open (Grade 9 - 12 level)|50
AMH4M|Stage-Band Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|360
AMI1O|Instrumental Music - Band|Grade 9|Open (Grade 9 - 12 level)|13510
AMI2O|Instrumental Music - Band|Grade 10|Open (Grade 9 - 12 level)|6715
AMI3M|Instrumental Music - Band|Grade 11|University/College Preparation (Grade 11 & 12 level)|3725
AMI3O|Instrumental Music - Band|Grade 11|Open (Grade 9 - 12 level)|90
AMI4M|Instrumental Music - Band|Grade 12|University/College Preparation (Grade 11 & 12 level)|2655
AMJ1O|Vocal Jazz|Grade 9|Open (Grade 9 - 12 level)|10
AMJ2O|Vocal Jazz|Grade 10|Open (Grade 9 - 12 level)|90
AMJ3M|Vocal Jazz|Grade 11|University/College Preparation (Grade 11 & 12 level)|100
AMJ3O|Vocal Jazz|Grade 11|Open (Grade 9 - 12 level)|10
AMJ4M|Vocal Jazz|Grade 12|University/College Preparation (Grade 11 & 12 level)|145
AMK1O|Keyboard Music|Grade 9|Open (Grade 9 - 12 level)|655
AMK2O|Keyboard Music|Grade 10|Open (Grade 9 - 12 level)|1595
AMK3M|Keyboard Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|500
AMK3O|Keyboard Music|Grade 11|Open (Grade 9 - 12 level)|200
AMK4M|Keyboard Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|320
AMM1O|Music and Computers|Grade 9|Open (Grade 9 - 12 level)|145
AMM2O|Music and Computers|Grade 10|Open (Grade 9 - 12 level)|450
AMM3M|Music and Computers|Grade 11|University/College Preparation (Grade 11 & 12 level)|465
AMM3O|Music and Computers|Grade 11|Open (Grade 9 - 12 level)|200
AMM4M|Music and Computers|Grade 12|University/College Preparation (Grade 11 & 12 level)|240
AMO1O|Instrumental Music - Orchestra|Grade 9|Open (Grade 9 - 12 level)|165
AMO2O|Instrumental Music - Orchestra|Grade 10|Open (Grade 9 - 12 level)|195
AMO3M|Instrumental Music - Orchestra|Grade 11|University/College Preparation (Grade 11 & 12 level)|190
AMO3O|Instrumental Music - Orchestra|Grade 11|Open (Grade 9 - 12 level)|<10
AMO4M|Instrumental Music - Orchestra|Grade 12|University/College Preparation (Grade 11 & 12 level)|140
AMP1O|Instrumental Music - Percussion|Grade 9|Open (Grade 9 - 12 level)|145
AMP2O|Instrumental Music - Percussion|Grade 10|Open (Grade 9 - 12 level)|95
AMP3M|Instrumental Music - Percussion|Grade 11|University/College Preparation (Grade 11 & 12 level)|60
AMP3O|Instrumental Music - Percussion|Grade 11|Open (Grade 9 - 12 level)|15
AMP4M|Instrumental Music - Percussion|Grade 12|University/College Preparation (Grade 11 & 12 level)|35
AMQ1O|Music - Steel Drum|Grade 9|Open (Grade 9 - 12 level)|260
AMQ2O|Music - Steel Drum|Grade 10|Open (Grade 9 - 12 level)|225
AMQ3M|Music - Steel Drum|Grade 11|University/College Preparation (Grade 11 & 12 level)|55
AMQ3O|Music - Steel Drum|Grade 11|Open (Grade 9 - 12 level)|<10
AMQ4M|Music - Steel Drum|Grade 12|University/College Preparation (Grade 11 & 12 level)|30
AMR1O|Repertoire|Grade 9|Open (Grade 9 - 12 level)|3250
AMR2O|Repertoire|Grade 10|Open (Grade 9 - 12 level)|3940
AMR3M|Repertoire|Grade 11|University/College Preparation (Grade 11 & 12 level)|2975
AMR3O|Repertoire|Grade 11|Open (Grade 9 - 12 level)|275
AMR4M|Repertoire|Grade 12|University/College Preparation (Grade 11 & 12 level)|2075
AMS1O|Instrumental Music - Strings|Grade 9|Open (Grade 9 - 12 level)|1785
AMS2O|Instrumental Music - Strings|Grade 10|Open (Grade 9 - 12 level)|1075
AMS3M|Instrumental Music - Strings|Grade 11|University/College Preparation (Grade 11 & 12 level)|680
AMS3O|Instrumental Music - Strings|Grade 11|Open (Grade 9 - 12 level)|30
AMS4M|Instrumental Music - Strings|Grade 12|University/College Preparation (Grade 11 & 12 level)|535
AMT1O|Music Theatre|Grade 9|Open (Grade 9 - 12 level)|140
AMT2O|Music Theatre|Grade 10|Open (Grade 9 - 12 level)|435
AMT3M|Music Theatre|Grade 11|University/College Preparation (Grade 11 & 12 level)|605
AMT3O|Music Theatre|Grade 11|Open (Grade 9 - 12 level)|50
AMT4M|Music Theatre|Grade 12|University/College Preparation (Grade 11 & 12 level)|550
AMU1O|Music|Grade 9|Open (Grade 9 - 12 level)|13960
AMU2O|Music|Grade 10|Open (Grade 9 - 12 level)|6330
AMU3M|Music|Grade 11|University/College Preparation (Grade 11 & 12 level)|3725
AMU3O|Music|Grade 11|Open (Grade 9 - 12 level)|400
AMU4E|Music|Grade 12|Workplace Preparation (Grade 11 & 12 level)|95
AMU4M|Music|Grade 12|University/College Preparation (Grade 11 & 12 level)|2580
AMV1O|Music - Vocal/Choral|Grade 9|Open (Grade 9 - 12 level)|3220
AMV2O|Music - Vocal/Choral|Grade 10|Open (Grade 9 - 12 level)|3205
AMV3M|Music - Vocal/Choral|Grade 11|University/College Preparation (Grade 11 & 12 level)|2280
AMV3O|Music - Vocal/Choral|Grade 11|Open (Grade 9 - 12 level)|255
AMV4M|Music - Vocal/Choral|Grade 12|University/College Preparation (Grade 11 & 12 level)|1870
AMW1O|Music - Woodwinds|Grade 9|Open (Grade 9 - 12 level)|90
AMW2O|Music - Woodwinds|Grade 10|Open (Grade 9 - 12 level)|40
AMW3M|Music - Woodwinds|Grade 11|University/College Preparation (Grade 11 & 12 level)|50
AMW4M|Music - Woodwinds|Grade 12|University/College Preparation (Grade 11 & 12 level)|50
AMX3M|Music - External (Conservatory)|Grade 11|University/College Preparation (Grade 11 & 12 level)|155
AMX4M|Music - External (Conservatory)|Grade 12|University/College Preparation (Grade 11 & 12 level)|255
ASA4T|Media and the Arts|Grade 12|College Delivered (Dual Credits)|<10
ASM2O|Media Arts|Grade 10|Open (Grade 9 - 12 level)|8375
ASM3M|Media Arts|Grade 11|University/College Preparation (Grade 11 & 12 level)|3345
ASM3O|Media Arts|Grade 11|Open (Grade 9 - 12 level)|2290
ASM4E|Media Arts|Grade 12|Workplace Preparation (Grade 11 & 12 level)|105
ASM4M|Media Arts|Grade 12|University/College Preparation (Grade 11 & 12 level)|2190
ATA4T|Basic Jazz |Grade 12|College Delivered (Dual Credits)|<10
ATB1O|Dance - Ballet|Grade 9|Open (Grade 9 - 12 level)|225
ATB2O|Dance - Ballet|Grade 10|Open (Grade 9 - 12 level)|265
ATB3M|Dance - Ballet|Grade 11|University/College Preparation (Grade 11 & 12 level)|270
ATB4M|Dance - Ballet|Grade 12|University/College Preparation (Grade 11 & 12 level)|175
ATC1O|Dance|Grade 9|Open (Grade 9 - 12 level)|3720
ATC2O|Dance|Grade 10|Open (Grade 9 - 12 level)|4110
ATC3M|Dance|Grade 11|University/College Preparation (Grade 11 & 12 level)|2305
ATC3O|Dance|Grade 11|Open (Grade 9 - 12 level)|435
ATC4E|Dance|Grade 12|Workplace Preparation (Grade 11 & 12 level)|20
ATC4M|Dance|Grade 12|University/College Preparation (Grade 11 & 12 level)|1560
ATD2O|Dance - Composition|Grade 10|Open (Grade 9 - 12 level)|<10
ATD3M|Dance - Composition|Grade 11|University/College Preparation (Grade 11 & 12 level)|50
ATD4M|Dance - Composition|Grade 12|University/College Preparation (Grade 11 & 12 level)|220
ATH2O|Dance - History Development|Grade 10|Open (Grade 9 - 12 level)|<10
ATH4M|Dance - History Development|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATJ2O|Dance - Jazz|Grade 10|Open (Grade 9 - 12 level)|90
ATJ3M|Dance - Jazz|Grade 11|University/College Preparation (Grade 11 & 12 level)|25
ATJ4M|Dance - Jazz|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATL3M|Dance - Central and South American|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ATM1O|Dance - Modern|Grade 9|Open (Grade 9 - 12 level)|195
ATM2O|Dance - Modern|Grade 10|Open (Grade 9 - 12 level)|250
ATM3M|Dance - Modern|Grade 11|University/College Preparation (Grade 11 & 12 level)|225
ATM4M|Dance - Modern|Grade 12|University/College Preparation (Grade 11 & 12 level)|215
ATO2O|Dance - Pacific Rim/Asian|Grade 10|Open (Grade 9 - 12 level)|10
ATO3M|Dance - Pacific Rim/Asian|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ATO3O|Dance - Pacific Rim/Asian|Grade 11|Open (Grade 9 - 12 level)|25
ATO4M|Dance - Pacific Rim/Asian|Grade 12|University/College Preparation (Grade 11 & 12 level)|15
ATP1O|Dance - Performance Practice|Grade 9|Open (Grade 9 - 12 level)|190
ATP2O|Dance - Performance Practice|Grade 10|Open (Grade 9 - 12 level)|210
ATP3M|Dance - Performance Practice|Grade 11|University/College Preparation (Grade 11 & 12 level)|280
ATP3O|Dance - Performance Practice|Grade 11|Open (Grade 9 - 12 level)|<10
ATP4M|Dance - Performance Practice|Grade 12|University/College Preparation (Grade 11 & 12 level)|245
ATR1O|Dance-Hip Hop and Urban|Grade 9|Open (Grade 9 - 12 level)|<10
ATR2O|Dance-Hip Hop and Urban|Grade 10|Open (Grade 9 - 12 level)|<10
ATR3M|Dance-Hip Hop and Urban|Grade 11|University/College Preparation (Grade 11 & 12 level)|25
ATR4M|Dance-Hip Hop and Urban|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
ATS2O|Dance-Social Dance (Ballroom, Swing, Traditional Form)|Grade 10|Open (Grade 9 - 12 level)|<10
ATS3M|Dance-Social Dance (Ballroom,Swing, Traditional Forms)|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
ATS3O|Dance-Social Dance (Ballroom,Swing, Traditional Forms)|Grade 11|Open (Grade 9 - 12 level)|<10
ATS4M|Dance-Social Dance (Ballroom,Swing, Traditional Forms)|Grade 12|University/College Preparation (Grade 11 & 12 level)|25
ATU1O|Dance - Music Theatre|Grade 9|Open (Grade 9 - 12 level)|10
ATU2O|Dance - Music Theatre|Grade 10|Open (Grade 9 - 12 level)|15
ATU3M|Dance - Music Theatre|Grade 11|University/College Preparation (Grade 11 & 12 level)|70
ATU4M|Dance - Music Theatre|Grade 12|University/College Preparation (Grade 11 & 12 level)|65
ATZ1O|Dance-World Cultures|Grade 9|Open (Grade 9 - 12 level)|<10
ATZ2O|Dance-World Cultures|Grade 10|Open (Grade 9 - 12 level)|<10
AVA4T|Ideas and Imagery|Grade 12|College Delivered (Dual Credits)|20
AVD4T|Fashion Design|Grade 12|College Delivered (Dual Credits)|20
AVI1O|Visual Arts|Grade 9|Open (Grade 9 - 12 level)|48110
AVI2O|Visual Arts|Grade 10|Open (Grade 9 - 12 level)|31455
AVI3M|Visual Arts|Grade 11|University/College Preparation (Grade 11 & 12 level)|17645
AVI3O|Visual Arts|Grade 11|Open (Grade 9 - 12 level)|4505
AVI4E|Visual Arts|Grade 12|Workplace Preparation (Grade 11 & 12 level)|710
AVI4M|Visual Arts|Grade 12|University/College Preparation (Grade 11 & 12 level)|11070
AVP4T|Painting|Grade 12|College Delivered (Dual Credits)|25
AWA1O|Visual Arts - Crafts|Grade 9|Open (Grade 9 - 12 level)|370
AWA2O|Visual Arts - Crafts|Grade 10|Open (Grade 9 - 12 level)|2145
AWA3M|Visual Arts - Crafts|Grade 11|University/College Preparation (Grade 11 & 12 level)|110
AWA3O|Visual Arts - Crafts|Grade 11|Open (Grade 9 - 12 level)|1835
AWA4M|Visual Arts - Crafts|Grade 12|University/College Preparation (Grade 11 & 12 level)|285
AWC2O|Visual Arts - Ceramics|Grade 10|Open (Grade 9 - 12 level)|505
AWC3M|Visual Arts - Ceramics|Grade 11|University/College Preparation (Grade 11 & 12 level)|430
AWC3O|Visual Arts - Ceramics|Grade 11|Open (Grade 9 - 12 level)|525
AWC4M|Visual Arts - Ceramics|Grade 12|University/College Preparation (Grade 11 & 12 level)|395
AWD1O|Visual Arts - Visual Design|Grade 9|Open (Grade 9 - 12 level)|280
AWD2O|Visual Arts - Visual Design|Grade 10|Open (Grade 9 - 12 level)|815
AWD3M|Visual Arts - Visual Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|1060
AWD3O|Visual Arts - Visual Design|Grade 11|Open (Grade 9 - 12 level)|265
AWD4M|Visual Arts - Visual Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|1300
AWE2O|Visual Arts - Information/Consumer Design|Grade 10|Open (Grade 9 - 12 level)|115
AWE3M|Visual Arts - Information/Consumer Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|415
AWE3O|Visual Arts - Information/Consumer Design|Grade 11|Open (Grade 9 - 12 level)|80
AWE4M|Visual Arts - Information/Consumer Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|550
AWF1O|Visual Arts - Industrial Design|Grade 9|Open (Grade 9 - 12 level)|15
AWF2O|Visual Arts - Industrial Design|Grade 10|Open (Grade 9 - 12 level)|70
AWF3M|Visual Arts - Industrial Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|20
AWF3O|Visual Arts - Industrial Design|Grade 11|Open (Grade 9 - 12 level)|50
AWF4M|Visual Arts - Industrial Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|80
AWG4M|Visual Arts - Environmental Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|<10
AWH3M|Visual Arts - Interior Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|65
AWH3O|Visual Arts - Interior Design|Grade 11|Open (Grade 9 - 12 level)|115
AWH4M|Visual Arts - Interior Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|75
AWI1O|Visual Arts - Fashion and Textile Design|Grade 9|Open (Grade 9 - 12 level)|25
AWI2O|Visual Arts - Fashion and Textile Design|Grade 10|Open (Grade 9 - 12 level)|190
AWI3M|Visual Arts - Fashion and Textile Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|210
AWI3O|Visual Arts - Fashion and Textile Design|Grade 11|Open (Grade 9 - 12 level)|125
AWI4M|Visual Arts - Fashion and Textile Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|155
AWJ1O|Visual Arts - Stage Design|Grade 9|Open (Grade 9 - 12 level)|<10
AWJ2O|Visual Arts - Stage Design|Grade 10|Open (Grade 9 - 12 level)|30
AWJ3M|Visual Arts - Stage Design|Grade 11|University/College Preparation (Grade 11 & 12 level)|55
AWJ3O|Visual Arts - Stage Design|Grade 11|Open (Grade 9 - 12 level)|25
AWJ4M|Visual Arts - Stage Design|Grade 12|University/College Preparation (Grade 11 & 12 level)|20
AWK1O|Visual Arts - Illustration|Grade 9|Open (Grade 9 - 12 level)|40
AWK2O|Visual Arts - Illustration|Grade 10|Open (Grade 9 - 12 level)|70
AWK3M|Visual Arts - Illustration|Grade 11|University/College Preparation (Grade 11 & 12 level)|200
AWK3O|Visual Arts - Illustration|Grade 11|Open (Grade 9 - 12 level)|190
AWK4M|Visual Arts - Illustration|Grade 12|University/College Preparation (Grade 11 & 12 level)|250
AWL1O|Visual Arts - Drawing|Grade 9|Open (Grade 9 - 12 level)|75
AWL2O|Visual Arts - Drawing|Grade 10|Open (Grade 9 - 12 level)|125
AWL3M|Visual Arts - Drawing|Grade 11|University/College Preparation (Grade 11 & 12 level)|290
AWL3O|Visual Arts - Drawing|Grade 11|Open (Grade 9 - 12 level)|145
AWL4M|Visual Arts - Drawing|Grade 12|University/College Preparation (Grade 11 & 12 level)|280
AWM1O|Visual Arts - Drawing and Painting|Grade 9|Open (Grade 9 - 12 level)|255
AWM2O|Visual Arts - Drawing and Painting|Grade 10|Open (Grade 9 - 12 level)|480
AWM3M|Visual Arts - Drawing and Painting|Grade 11|University/College Preparation (Grade 11 & 12 level)|790
AWM3O|Visual Arts - Drawing and Painting|Grade 11|Open (Grade 9 - 12 level)|155
AWM4M|Visual Arts - Drawing and Painting|Grade 12|University/College Preparation (Grade 11 & 12 level)|985
AWN2O|Visual Arts - Painting|Grade 10|Open (Grade 9 - 12 level)|15
AWN3M|Visual Arts - Painting|Grade 11|University/College Preparation (Grade 11 & 12 level)|75
AWN3O|Visual Arts - Painting|Grade 11|Open (Grade 9 - 12 level)|55
AWN4M|Visual Arts - Painting|Grade 12|University/College Preparation (Grade 11 & 12 level)|390
AWO2O|Visual Arts - Printmaking|Grade 10|Open (Grade 9 - 12 level)|50
AWO3M|Visual Arts - Printmaking|Grade 11|University/College Preparation (Grade 11 & 12 level)|150
AWO3O|Visual Arts - Printmaking|Grade 11|Open (Grade 9 - 12 level)|65
AWO4M|Visual Arts - Printmaking|Grade 12|University/College Preparation (Grade 11 & 12 level)|125
AWP2O|Visual Arts - Sculpture|Grade 10|Open (Grade 9 - 12 level)|140
AWP3M|Visual Arts - Sculpture|Grade 11|University/College Preparation (Grade 11 & 12 level)|245
AWP3O|Visual Arts - Sculpture|Grade 11|Open (Grade 9 - 12 level)|255
AWP4M|Visual Arts - Sculpture|Grade 12|University/College Preparation (Grade 11 & 12 level)|170
AWQ1O|Visual Arts - Photography|Grade 9|Open (Grade 9 - 12 level)|115
AWQ2O|Visual Arts - Photography|Grade 10|Open (Grade 9 - 12 level)|4580
AWQ3M|Visual Arts - Photography|Grade 11|University/College Preparation (Grade 11 & 12 level)|7615
AWQ3O|Visual Arts - Photography|Grade 11|Open (Grade 9 - 12 level)|4355
AWQ4M|Visual Arts - Photography|Grade 12|University/College Preparation (Grade 11 & 12 level)|4085
AWR1O|Visual Arts - Film/Video|Grade 9|Open (Grade 9 - 12 level)|50
AWR2O|Visual Arts - Film/Video|Grade 10|Open (Grade 9 - 12 level)|90
AWR3M|Visual Arts - Film/Video|Grade 11|University/College Preparation (Grade 11 & 12 level)|815
AWR3O|Visual Arts - Film/Video|Grade 11|Open (Grade 9 - 12 level)|230
AWR4M|Visual Arts - Film/Video|Grade 12|University/College Preparation (Grade 11 & 12 level)|820
AWS1O|Visual Arts - Digital Media|Grade 9|Open (Grade 9 - 12 level)|1045
AWS2O|Visual Arts - Digital Media|Grade 10|Open (Grade 9 - 12 level)|1395
AWS3M|Visual Arts - Digital Media|Grade 11|University/College Preparation (Grade 11 & 12 level)|1140
AWS3O|Visual Arts - Digital Media|Grade 11|Open (Grade 9 - 12 level)|295
AWS4M|Visual Arts - Digital Media|Grade 12|University/College Preparation (Grade 11 & 12 level)|790
AWT1O|Visual Arts - Non-Traditional|Grade 9|Open (Grade 9 - 12 level)|490
AWT2O|Visual Arts - Non-Traditional|Grade 10|Open (Grade 9 - 12 level)|470
AWT3M|Visual Arts - Non-Traditional|Grade 11|University/College Preparation (Grade 11 & 12 level)|500
AWT3O|Visual Arts - Non-Traditional|Grade 11|Open (Grade 9 - 12 level)|255
AWT4M|Visual Arts - Non-Traditional|Grade 12|University/College Preparation (Grade 11 & 12 level)|870
AWU1O|Visual Arts - Cultural/Historical Studies|Grade 9|Open (Grade 9 - 12 level)|20
AWU2O|Visual Arts - Cultural/Historical Studies|Grade 10|Open (Grade 9 - 12 level)|120
AWU3M|Visual Arts - Cultural/Historical Studies|Grade 11|University/College Preparation (Grade 11 & 12 level)|<10
AWU3O|Visual Arts - Cultural/Historical Studies|Grade 11|Open (Grade 9 - 12 level)|140
AWU4M|Visual Arts - Cultural/Historical Studies|Grade 12|University/College Preparation (Grade 11 & 12 level)|305
BAA4T|Accounting|Grade 12|College Delivered (Dual Credits)|<10
BAF3M|Financial Accounting Fundamentals|Grade 11|University/College Preparation (Grade 11 & 12 level)|25575
BAI3E|Accounting Essentials|Grade 11|Workplace Preparation (Grade 11 & 12 level)|175
BAN4E|Accounting for a Small Business|Grade 12|Workplace Preparation (Grade 11 & 12 level)|15
BAT4M|Financial Accounting Principles|Grade 12|University/College Preparation (Grade 11 & 12 level)|7830
BBA4T|Introduction to Business|Grade 12|College Delivered (Dual Credits)|15
BBB4E|International Business Essentials|Grade 12|Workplace Preparation (Grade 11 & 12 level)|20
BBB4M|International Business Fundamentals|Grade 12|University/College Preparation (Grade 11 & 12 level)|17135
BBF4T|Business, Its Nature and Environment|Grade 12|College Delivered (Dual Credits)|45
BBI1O|Introduction to Business|Grade 9|Open (Grade 9 - 12 level)|5105
BBI2O|Introduction to Business|Grade 10|Open (Grade 9 - 12 level)|32480
BBJ4T|Introduction to Business Management|Grade 12|College Delivered (Dual Credits)|<10
BBL4T|Business Law|Grade 12|College Delivered (Dual Credits)|<10
BCA4T|Business Communications|Grade 12|College Delivered (Dual Credits)|15
BCF4T|Customer Service|Grade 12|College Delivered (Dual Credits)|<10
BDA4T|Entrepreneurship|Grade 12|College Delivered (Dual Credits)|25
BDE4T|Entrepreneurial Exploration|Grade 12|College Delivered (Dual Credits)|20
BDI3C|Entrepreneurship: The Venture|Grade 11|College Preparation (Grade 11 & 12 level)|8895
