Course Code|Course Description|Grade|Pathway or Destination|Enrolment
TXB4T|Coiffure de base|Grade 12|College Delivered (Dual Credits)|27
TXC4T|Make-up Artistry and Applications|Grade 12|College Delivered (Dual Credits)|63
TXD4T|Body Treatments|Grade 12|College Delivered (Dual Credits)|14
TXE4T|Hairstyling and Cutting Techniques|Grade 12|College Delivered (Dual Credits)|121
TXF4Y|Hairstylist|Grade 12|Apprenticeship Program (Dual Credits)|107
TXG4T|Introduction Spa Management|Grade 12|College Delivered (Dual Credits)|53
TXH3E|Hairstyling and Aesthetics: Hairstyling|Grade 11|Workplace Preparation (Grade 11 & 12 level)|575
TXH4E|Hairstyling and Aesthetics: Hairstyling|Grade 12|Workplace Preparation (Grade 11 & 12 level)|263
TXI4T|Make-Up|Grade 12|College Delivered (Dual Credits)|79
TXJ1O|Exploring Hairstyling and Aesthetics|Grade 9|Open (Grade 9 - 12 level)|1078
TXJ2O|Hairstyling and Aesthetics|Grade 10|Open (Grade 9 - 12 level)|6894
TXJ3E|Hairstyling and Aesthetics|Grade 11|Workplace Preparation (Grade 11 & 12 level)|5579
TXJ4E|Hairstyling and Aesthetics|Grade 12|Workplace Preparation (Grade 11 & 12 level)|1954
TXK4T|Manicures|Grade 12|College Delivered (Dual Credits)|107
TXM4T|Maquillage 1|Grade 12|College Delivered (Dual Credits)|79
TXO4T|Nails|Grade 12|College Delivered (Dual Credits)|13
TXQ4T|Advanced Techniques|Grade 12|College Delivered (Dual Credits)|<10
TXR4T|Waxing|Grade 12|College Delivered (Dual Credits)|<10
TXU4T|Nail Technology|Grade 12|College Delivered (Dual Credits)|54
TYA4T|Domestic Animal Science|Grade 12|College Delivered (Dual Credits)|16
TYB4T|Animal Grooming|Grade 12|College Delivered (Dual Credits)|<10
TYC4T|Animal Nursing Fundamentals|Grade 12|College Delivered (Dual Credits)|12
TZA4T|Precision Machining|Grade 12|College Delivered (Dual Credits)|17
TZB4Y|Refrigeration and Air Conditioning Systems Mechanics|Grade 12|Apprenticeship Program (Dual Credits)|<10
TZE4T|Arboriculture/Chainsaw Practices|Grade 12|College Delivered (Dual Credits)|48
TZF4T|Instrumentation|Grade 12|College Delivered (Dual Credits)|<10
TZH4T|General Machining Principles and Practice|Grade 12|College Delivered (Dual Credits)|13
TZI4T|Gas fitting, Pipe Fitting and Sheet Metal II|Grade 12|College Delivered (Dual Credits)|<10
TZJ4T|Gas fitting, Pipe Fitting and Sheet Metal II|Grade 12|College Delivered (Dual Credits)|<10
TZP4T|Machine Shop Fundamentals|Grade 12|College Delivered (Dual Credits)|15
TZW4T|Coupage et de brasage|Grade 12|College Delivered (Dual Credits)|11
