Course Code|Course Description|Grade|Pathway or Destination|Enrolment
HHB4T|Human Sexuality|Grade 12|College Delivered (Dual Credits)|<10
HHC4T|Exploring Human Diversity|Grade 12|College Delivered (Dual Credits)|130
HHD3O|Dynamics of Human Relationships|Grade 11|Open (Grade 9 - 12 level)|1830
HHE4T|Understanding Families|Grade 12|College Delivered (Dual Credits)|40
HHF4T|Human Growth and Development|Grade 12|College Delivered (Dual Credits)|20
HHG4M|Human Development Throughout the Lifespan|Grade 12|University/College Preparation (Grade 11 & 12 level)|8145
HHI4T|Principles of Learning|Grade 12|College Delivered (Dual Credits)|40
HHL4T|Activities With Children|Grade 12|College Delivered (Dual Credits)|20
HHS4C|Families in Canada|Grade 12|College Preparation (Grade 11 & 12 level)|2430
HHS4U|Families in Canada|Grade 12|University Preparation (Grade 11 & 12 level)|12235
HIB4T|Personal Growth and Development|Grade 12|College Delivered (Dual Credits)|110
HIC4T|PSW Practice|Grade 12|College Delivered (Dual Credits)|35
HIF1O|Exploring Family Studies|Grade 9|Open (Grade 9 - 12 level)|8560
HIF2O|Exploring Family Studies|Grade 10|Open (Grade 9 - 12 level)|1765
HIG4T|Behavioural Intervention|Grade 12|College Delivered (Dual Credits)|<10
HIL4T|Conflict Resolution|Grade 12|College Delivered (Dual Credits)|70
HIP3E|Managing Personal Resources|Grade 11|Workplace Preparation (Grade 11 & 12 level)|<10
HIP4O|Personal Life Management|Grade 12|Open (Grade 9 - 12 level)|7475
HIR3C|Managing Personal and Family Resources|Grade 11|College Preparation (Grade 11 & 12 level)|<10
HLS3O|Housing and Home Design|Grade 11|Open (Grade 9 - 12 level)|1755
HNB4M|The World of Fashion|Grade 12|University/College Preparation (Grade 11 & 12 level)|2330
HNC3C|Understanding Fashion|Grade 11|College Preparation (Grade 11 & 12 level)|2635
HNL2O|Clothing|Grade 10|Open (Grade 9 - 12 level)|1025
HPC3O|Raising Healthy Children|Grade 11|Open (Grade 9 - 12 level)|10005
HPD4C|Working with School-Age Children and Adolescents|Grade 12|College Preparation (Grade 11 & 12 level)|1660
HPD4E|Parenting and Human Development|Grade 12|Workplace Preparation (Grade 11 & 12 level)|<10
HPE4T|Santé et sécurité de l'enfant|Grade 12|College Delivered (Dual Credits)|10
HPF4T|Apprentissage par le jeu|Grade 12|College Delivered (Dual Credits)|10
HPW3C|Working with Infants and Young Children|Grade 11|College Preparation (Grade 11 & 12 level)|4365
HRA4T|Paths of Faith|Grade 12|College Delivered (Dual Credits)|<10
HRE1O|Religious Education|Grade 9|Open (Grade 9 - 12 level)|47135
HRE2O|Religious Education|Grade 10|Open (Grade 9 - 12 level)|45300
HRE3M|Religious Education|Grade 11|University/College Preparation (Grade 11 & 12 level)|985
HRE3O|Religious Education|Grade 11|Open (Grade 9 - 12 level)|2055
HRE4M|Religious Education|Grade 12|University/College Preparation (Grade 11 & 12 level)|23525
HRE4O|Religious Education|Grade 12|Open (Grade 9 - 12 level)|12650
HRF3O|World Religions and Belief Traditions in Daily Life|Grade 11|Open (Grade 9 - 12 level)|15850
HRT3M|World Religions and Belief Traditions: Perspectives, Issues, and Challenges|Grade 11|University/College Preparation (Grade 11 & 12 level)|28285
HSB4U|Challenge and Change in Society|Grade 12|University Preparation (Grade 11 & 12 level)|18095
HSC4M|World Cultures|Grade 12|University/College Preparation (Grade 11 & 12 level)|2025
HSD4T|Sociology and Canadian Society|Grade 12|College Delivered (Dual Credits)|<10
HSE3E|Equity, Diversity, and Social Justice|Grade 11|Workplace Preparation (Grade 11 & 12 level)|400
HSE4M|Equity and Social Justice: From Theory to Practice|Grade 12|University/College Preparation (Grade 11 & 12 level)|5040
HSF4T|Sociology in Canadian Society|Grade 12|College Delivered (Dual Credits)|90
HSG3M|Gender Studies|Grade 11|University/College Preparation (Grade 11 & 12 level)|620
HSH4T|Introduction to Sociology|Grade 12|College Delivered (Dual Credits)|70
HSJ4T|Perspectives on World Issues|Grade 12|College Delivered (Dual Credits)|20
HSL4T|Sociology for Social Service Workers|Grade 12|College Delivered (Dual Credits)|35
HSM4T|Réalités et relations interculturelles|Grade 12|College Delivered (Dual Credits)|<10
HSP3C|Introduction to Anthropology, Psychology, and Sociology|Grade 11|College Preparation (Grade 11 & 12 level)|7680
HSP3U|Introduction to Anthropology, Psychology, and Sociology|Grade 11|University Preparation (Grade 11 & 12 level)|36175
HSS4T|Sociology|Grade 12|College Delivered (Dual Credits)|25
HZB3M|Philosophy: The Big Questions|Grade 11|University/College Preparation (Grade 11 & 12 level)|3075
HZT4U|Philosophy: Questions and Theories|Grade 12|University Preparation (Grade 11 & 12 level)|15730
IBD4T|Introduction to Web Development|Grade 12|College Delivered (Dual Credits)|10
IBF4T|Spreadsheets|Grade 12|College Delivered (Dual Credits)|<10
IBI4T|Microsoft Office Application|Grade 12|College Delivered (Dual Credits)|10
IBJ4T|Architecture d'un système d'exploitation Linux|Grade 12|College Delivered (Dual Credits)|10
IBK4T|Computer Applications|Grade 12|College Delivered (Dual Credits)|25
IBL4T|Introduction to Programming|Grade 12|College Delivered (Dual Credits)|20
IBP4T|Graphics Theory and Application|Grade 12|College Delivered (Dual Credits)|20
IBR4T|Software Applications|Grade 12|College Delivered (Dual Credits)|10
IBS4T|Web Page Design|Grade 12|College Delivered (Dual Credits)|10
IBT4T|Web Authoring Fundamentals|Grade 12|College Delivered (Dual Credits)|<10
IBU4T|Introduction to Game Program/Design|Grade 12|College Delivered (Dual Credits)|<10
IBV4T|Advanced Game Program/Design|Grade 12|College Delivered (Dual Credits)|<10
ICS2O|Introduction to Computer Studies|Grade 10|Open (Grade 9 - 12 level)|17120
ICS3C|Introduction to Computer Programming|Grade 11|College Preparation (Grade 11 & 12 level)|3065
ICS3U|Introduction to Computer Science|Grade 11|University Preparation (Grade 11 & 12 level)|19925
ICS4C|Computer Programming|Grade 12|College Preparation (Grade 11 & 12 level)|690
ICS4U|Computer Science|Grade 12|University Preparation (Grade 11 & 12 level)|9505
IDC3O|Interdisciplinary Studies|Grade 11|Open (Grade 9 - 12 level)|6875
IDC4O|Interdisciplinary Studies|Grade 12|Open (Grade 9 - 12 level)|2205
IDC4U|Interdisciplinary Studies|Grade 12|University Preparation (Grade 11 & 12 level)|16775
IDP3O|Interdisciplinary Studies|Grade 11|Open (Grade 9 - 12 level)|785
IDP4O|Interdisciplinary Studies|Grade 12|Open (Grade 9 - 12 level)|105
IDP4U|Interdisciplinary Studies|Grade 12|University Preparation (Grade 11 & 12 level)|755
JAB4T|Lights, Camera, Action!|Grade 12|College Delivered (Dual Credits)|15
JAL4T|Film Studies|Grade 12|College Delivered (Dual Credits)|95
JBC4T|College Seminar|Grade 12|College Delivered (Dual Credits)|40
JBD4T|College Success|Grade 12|College Delivered (Dual Credits)|20
JDB4T|Developmental disorders|Grade 12|College Delivered (Dual Credits)|<10
JDC4T|Stress Management|Grade 12|College Delivered (Dual Credits)|<10
JEB4T|Making the Grade|Grade 12|College Delivered (Dual Credits)|65
JED4T|Critical Thinking|Grade 12|College Delivered (Dual Credits)|<10
JEE4T|Professional Effectiveness|Grade 12|College Delivered (Dual Credits)|45
JEH4T|Speaking with Confidence|Grade 12|College Delivered (Dual Credits)|<10
JEK4T|Improv|Grade 12|College Delivered (Dual Credits)|<10
JEL4T|Roots to Success|Grade 12|College Delivered (Dual Credits)|25
JFA4T|Developmental Psychology – Arts and Science/Social Service Worker Section|Grade 12|College Delivered (Dual Credits)|70
JFE4T|Current Events|Grade 12|College Delivered (Dual Credits)|15
JFF4T|Issues in Diversity|Grade 12|College Delivered (Dual Credits)|30
JFG4T|Visual Gestural Communication|Grade 12|College Delivered (Dual Credits)|25
JGB4T|Technological Culture|Grade 12|College Delivered (Dual Credits)|210
JGE4T|Growing Up Digital|Grade 12|College Delivered (Dual Credits)|20
JGI4T|Social Impact of Technology|Grade 12|College Delivered (Dual Credits)|10
JMB4T|Introduction à la profession|Grade 12|College Delivered (Dual Credits)|15
KALAN|Creative Arts for Enjoyment and Expression|Level 1|Special Education Non-credit Course (all levels)|1230
KALBN|Creative Arts for Enjoyment and Expression|Level 2|Special Education Non-credit Course (all levels)|1140
KALCN|Creative Arts for Enjoyment and Expression|Level 3|Special Education Non-credit Course (all levels)|700
KALDN|Creative Arts for Enjoyment and Expression|Level 4|Special Education Non-credit Course (all levels)|615
KALEN|Creative Arts for Enjoyment and Expression|Level 5|Special Education Non-credit Course (all levels)|430
KALFN|Creative Arts for Enjoyment and Expression|Level 6|Special Education Non-credit Course (all levels)|325
KALGN|Creative Arts for Enjoyment and Expression|Level 7|Special Education Non-credit Course (all levels)|210
KALHN|Creative Arts for Enjoyment and Expression|Level 8|Special Education Non-credit Course (all levels)|45
KALIN|Creative Arts for Enjoyment and Expression|Level 9|Special Education Non-credit Course (all levels)|30
KALJN|Creative Arts for Enjoyment and Expression|Level 10|Special Education Non-credit Course (all levels)|30
KALKN|Creative Arts for Enjoyment and Expression|Level 11|Special Education Non-credit Course (all levels)|55
KALLN|Creative Arts for Enjoyment and Expression|Level 12|Special Education Non-credit Course (all levels)|10
KALMN|Creative Arts for Enjoyment and Expression|Level 13|Special Education Non-credit Course (all levels)|20
KALNN|Creative Arts for Enjoyment and Expression|Level 14|Special Education Non-credit Course (all levels)|25
KALON|Creative Arts for Enjoyment and Expression|Level 15|Special Education Non-credit Course (all levels)|<10
KALPN|Creative Arts for Enjoyment and Expression|Level 16|Special Education Non-credit Course (all levels)|<10
KBBAN|Money Management and Personal Banking|Level 1|Special Education Non-credit Course (all levels)|455
KBBBN|Money Management and Personal Banking|Level 2|Special Education Non-credit Course (all levels)|330
KBBCN|Money Management and Personal Banking|Level 3|Special Education Non-credit Course (all levels)|450
KBBDN|Money Management and Personal Banking|Level 4|Special Education Non-credit Course (all levels)|285
KBBEN|Money Management and Personal Banking|Level 5|Special Education Non-credit Course (all levels)|190
KBBFN|Money Management and Personal Banking|Level 7|Special Education Non-credit Course (all levels)|110
KBBGN|Money Management and Personal Banking|Level 7|Special Education Non-credit Course (all levels)|100
KBBHN|Money Management and Personal Banking|Level 8|Special Education Non-credit Course (all levels)|<10
KBBIN|Money Management and Personal Banking|Level 9|Special Education Non-credit Course (all levels)|45
KBBJN|Money Management and Personal Banking|Level 10|Special Education Non-credit Course (all levels)|<10
KBBKN|Money Management and Personal Banking|Level 11|Special Education Non-credit Course (all levels)|20
KBBLN|Money Management and Personal Banking|Level 12|Special Education Non-credit Course (all levels)|25
KBBMN|Money Management and Personal Banking|Level 13|Special Education Non-credit Course (all levels)|385
KBBNN|Money Management and Personal Banking|Level 14|Special Education Non-credit Course (all levels)|<10
KCCAN|Transit Training and Community Exploration|Level 1|Special Education Non-credit Course (all levels)|270
KCCBN|Transit Training and Community Exploration|Level 2|Special Education Non-credit Course (all levels)|155
KCCCN|Transit Training and Community Exploration|Level 3|Special Education Non-credit Course (all levels)|320
KCCDN|Transit Training and Community Exploration|Level 4|Special Education Non-credit Course (all levels)|135
KCCEN|Transit Training and Community Exploration|Level 5|Special Education Non-credit Course (all levels)|95
KCCFN|Transit Training and Community Exploration|Level 6|Special Education Non-credit Course (all levels)|80
KCCGN|Transit Training and Community Exploration|Level 7|Special Education Non-credit Course (all levels)|65
KCCHN|Transit Training and Community Exploration|Level 8|Special Education Non-credit Course (all levels)|<10
KCCIN|Transit Training and Community Exploration|Level 9|Special Education Non-credit Course (all levels)|<10
KCCJN|Transit Training and Community Exploration|Level 10|Special Education Non-credit Course (all levels)|10
KCCMN|Transit Training and Community Exploration|Level 13|Special Education Non-credit Course (all levels)|120
KCWAN|Exploring Our World|Level 1|Special Education Non-credit Course (all levels)|915
KCWBN|Exploring Our World|Level 2|Special Education Non-credit Course (all levels)|580
KCWCN|Exploring Our World|Level 3|Special Education Non-credit Course (all levels)|655
KCWDN|Exploring Our World|Level 4|Special Education Non-credit Course (all levels)|685
KCWEN|Exploring Our World|Level 5|Special Education Non-credit Course (all levels)|275
KCWFN|Exploring Our World|Level 6|Special Education Non-credit Course (all levels)|110
KCWGN|Exploring Our World|Level 7|Special Education Non-credit Course (all levels)|125
KCWHN|Exploring Our World|Level 8|Special Education Non-credit Course (all levels)|<10
KCWIN|Exploring Our World|Level 9|Special Education Non-credit Course (all levels)|55
KCWJN|Exploring Our World|Level 10|Special Education Non-credit Course (all levels)|25
KCWKN|Exploring Our World|Level 11|Special Education Non-credit Course (all levels)|15
KCWMN|Exploring Our World|Level 13|Special Education Non-credit Course (all levels)|140
KCWON|Exploring Our World|Level 15|Special Education Non-credit Course (all levels)|<10
KENAN|Language and Communication Development|Level 1|Special Education Non-credit Course (all levels)|3130
KENBN|Language and Communication Development|Level 2|Special Education Non-credit Course (all levels)|2330
KENCN|Language and Communication Development|Level 3|Special Education Non-credit Course (all levels)|1555
KENDN|Language and Communication Development|Level 4|Special Education Non-credit Course (all levels)|1440
KENEN|Language and Communication Development|Level 5|Special Education Non-credit Course (all levels)|920
KENFN|Language and Communication Development|Level 6|Special Education Non-credit Course (all levels)|745
KENGN|Language and Communication Development|Level 7|Special Education Non-credit Course (all levels)|525
KENHN|Language and Communication Development|Level 8|Special Education Non-credit Course (all levels)|90
KENIN|Language and Communication Development|Level 9|Special Education Non-credit Course (all levels)|90
KENJN|Language and Communication Development|Level 10|Special Education Non-credit Course (all levels)|90
KENKN|Language and Communication Development|Level 11|Special Education Non-credit Course (all levels)|125
KENLN|Language and Communication Development|Level 12|Special Education Non-credit Course (all levels)|65
KENMN|Language and Communication Development|Level 13|Special Education Non-credit Course (all levels)|485
KENNN|Language and Communication Development|Level 14|Special Education Non-credit Course (all levels)|35
KENON|Language and Communication Development|Level 15|Special Education Non-credit Course (all levels)|40
KENPN|Language and Communication Development|Level 16|Special Education Non-credit Course (all levels)|20
KGLAN|Personal Life Skills|Level 1|Special Education Non-credit Course (all levels)|2305
KGLBN|Personal Life Skills|Level 2|Special Education Non-credit Course (all levels)|1565
KGLCN|Personal Life Skills|Level 3|Special Education Non-credit Course (all levels)|1350
KGLDN|Personal Life Skills|Level 4|Special Education Non-credit Course (all levels)|1160
KGLEN|Personal Life Skills|Level 5|Special Education Non-credit Course (all levels)|910
KGLFN|Personal Life Skills|Level 6|Special Education Non-credit Course (all levels)|620
KGLGN|Personal Life Skills|Level 7|Special Education Non-credit Course (all levels)|505
KGLHN|Personal Life Skills|Level 8|Special Education Non-credit Course (all levels)|275
KGLIN|Personal Life Skills|Level 9|Special Education Non-credit Course (all levels)|15
KGLJN|Personal Life Skills|Level 10|Special Education Non-credit Course (all levels)|15
KGLKN|Personal Life Skills|Level 11|Special Education Non-credit Course (all levels)|15
KGLLN|Personal Life Skills|Level 12|Special Education Non-credit Course (all levels)|30
KGLMN|Personal Life Skills|Level 13|Special Education Non-credit Course (all levels)|385
KGLNN|Personal Life Skills|Level 14|Special Education Non-credit Course (all levels)|10
KGLON|Personal Life Skills|Level 15|Special Education Non-credit Course (all levels)|<10
KGLPN|Personal Life Skills|Level 16|Special Education Non-credit Course (all levels)|<10
KGWAN|Exploring the World of Work|Level 1|Special Education Non-credit Course (all levels)|1055
KGWBN|Exploring the World of Work|Level 2|Special Education Non-credit Course (all levels)|815
KGWCN|Exploring the World of Work|Level 3|Special Education Non-credit Course (all levels)|675
KGWDN|Exploring the World of Work|Level 4|Special Education Non-credit Course (all levels)|855
KGWEN|Exploring the World of Work|Level 5|Special Education Non-credit Course (all levels)|580
KGWFN|Exploring the World of Work|Level 6|Special Education Non-credit Course (all levels)|495
KGWGN|Exploring the World of Work|Level 7|Special Education Non-credit Course (all levels)|355
KGWHN|Exploring the World of Work|Level 8|Special Education Non-credit Course (all levels)|85
KGWIN|Exploring the World of Work|Level 9|Special Education Non-credit Course (all levels)|30
KGWJN|Exploring the World of Work|Level 10|Special Education Non-credit Course (all levels)|50
KGWKN|Exploring the World of Work|Level 11|Special Education Non-credit Course (all levels)|25
KGWLN|Exploring the World of Work|Level 12|Special Education Non-credit Course (all levels)|<10
KGWMN|Exploring the World of Work|Level 13|Special Education Non-credit Course (all levels)|390
KGWNN|Exploring the World of Work|Level 14|Special Education Non-credit Course (all levels)|<10
KGWPN|Exploring the World of Work|Level 16|Special Education Non-credit Course (all levels)|<10
KHDAN|Social Skills Development|Level 1|Special Education Non-credit Course (all levels)|1605
KHDBN|Social Skills Development|Level 2|Special Education Non-credit Course (all levels)|905
KHDCN|Social Skills Development|Level 3|Special Education Non-credit Course (all levels)|1045
KHDDN|Social Skills Development|Level 4|Special Education Non-credit Course (all levels)|710
KHDEN|Social Skills Development|Level 5|Special Education Non-credit Course (all levels)|500
KHDFN|Social Skills Development|Level 6|Special Education Non-credit Course (all levels)|290
KHDGN|Social Skills Development|Level 7|Special Education Non-credit Course (all levels)|225
KHDHN|Social Skills Development|Level 8|Special Education Non-credit Course (all levels)|35
KHDIN|Social Skills Development|Level 9|Special Education Non-credit Course (all levels)|15
KHDJN|Social Skills Development|Level 10|Special Education Non-credit Course (all levels)|15
KHDKN|Social Skills Development|Level 11|Special Education Non-credit Course (all levels)|10
KHDLN|Social Skills Development|Level 12|Special Education Non-credit Course (all levels)|15
KHDMN|Social Skills Development|Level 13|Special Education Non-credit Course (all levels)|345
KHDNN|Social Skills Development|Level 14|Special Education Non-credit Course (all levels)|<10
KHDPN|Social Skills Development|Level 16|Special Education Non-credit Course (all levels)|<10
KHIAN|Culinary Skills|Level 1|Special Education Non-credit Course (all levels)|945
KHIBN|Culinary Skills|Level 2|Special Education Non-credit Course (all levels)|575
KHICN|Culinary Skills|Level 3|Special Education Non-credit Course (all levels)|405
KHIDN|Culinary Skills|Level 4|Special Education Non-credit Course (all levels)|565
KHIEN|Culinary Skills|Level 5|Special Education Non-credit Course (all levels)|245
KHIFN|Culinary Skills|Level 6|Special Education Non-credit Course (all levels)|170
KHIGN|Culinary Skills|Level 7|Special Education Non-credit Course (all levels)|115
KHIHN|Culinary Skills|Level 8|Special Education Non-credit Course (all levels)|10
KHIKN|Culinary Skills|Level 11|Special Education Non-credit Course (all levels)|<10
KHIMN|Culinary Skills|Level 13|Special Education Non-credit Course (all levels)|<10
KMMAN|Numeracy and Numbers|Level 1|Special Education Non-credit Course (all levels)|2445
KMMBN|Numeracy and Numbers|Level 2|Special Education Non-credit Course (all levels)|1945
KMMCN|Numeracy and Numbers|Level 3|Special Education Non-credit Course (all levels)|1215
KMMDN|Numeracy and Numbers|Level 4|Special Education Non-credit Course (all levels)|1090
KMMEN|Numeracy and Numbers|Level 5|Special Education Non-credit Course (all levels)|635
KMMFN|Numeracy and Numbers|Level 6|Special Education Non-credit Course (all levels)|490
KMMGN|Numeracy and Numbers|Level 7|Special Education Non-credit Course (all levels)|355
KMMHN|Numeracy and Numbers|Level 8|Special Education Non-credit Course (all levels)|130
KMMIN|Numeracy and Numbers|Level 9|Special Education Non-credit Course (all levels)|45
KMMJN|Numeracy and Numbers|Level 10|Special Education Non-credit Course (all levels)|55
KMMKN|Numeracy and Numbers|Level 11|Special Education Non-credit Course (all levels)|115
KMMLN|Numeracy and Numbers|Level 12|Special Education Non-credit Course (all levels)|60
KMMMN|Numeracy and Numbers|Level 13|Special Education Non-credit Course (all levels)|405
KMMNN|Numeracy and Numbers|Level 14|Special Education Non-credit Course (all levels)|25
KMMON|Numeracy and Numbers|Level 15|Special Education Non-credit Course (all levels)|<10
KMMPN|Numeracy and Numbers|Level 16|Special Education Non-credit Course (all levels)|20
KNAAN|First Canadians|Level 1|Special Education Non-credit Course (all levels)|70
KNABN|First Canadians|Level 2|Special Education Non-credit Course (all levels)|80
KNACN|First Canadians|Level 3|Special Education Non-credit Course (all levels)|30
KNADN|First Canadians|Level 4|Special Education Non-credit Course (all levels)|40
KNAEN|First Canadians|Level 5|Special Education Non-credit Course (all levels)|15
KNAFN|First Canadians|Level 6|Special Education Non-credit Course (all levels)|<10
KNAGN|First Canadians|Level 7|Special Education Non-credit Course (all levels)|<10
KNAHN|First Canadians|Level 8|Special Education Non-credit Course (all levels)|<10
KPFAN|Personal Health and Fitness|Level 1|Special Education Non-credit Course (all levels)|1765
KPFBN|Personal Health and Fitness|Level 2|Special Education Non-credit Course (all levels)|1260
KPFCN|Personal Health and Fitness|Level 3|Special Education Non-credit Course (all levels)|930
KPFDN|Personal Health and Fitness|Level 4|Special Education Non-credit Course (all levels)|945
KPFEN|Personal Health and Fitness|Level 5|Special Education Non-credit Course (all levels)|600
KPFFN|Personal Health and Fitness|Level 6|Special Education Non-credit Course (all levels)|400
KPFGN|Personal Health and Fitness|Level 7|Special Education Non-credit Course (all levels)|245
KPFHN|Personal Health and Fitness|Level 8|Special Education Non-credit Course (all levels)|65
KPFIN|Personal Health and Fitness|Level 9|Special Education Non-credit Course (all levels)|40
KPFJN|Personal Health and Fitness|Level 10|Special Education Non-credit Course (all levels)|80
KPFKN|Personal Health and Fitness|Level 11|Special Education Non-credit Course (all levels)|35
KPFLN|Personal Health and Fitness|Level 12|Special Education Non-credit Course (all levels)|40
KPFMN|Personal Health and Fitness|Level 13|Special Education Non-credit Course (all levels)|35
KPFNN|Personal Health and Fitness|Level 14|Special Education Non-credit Course (all levels)|25
KPFON|Personal Health and Fitness|Level 15|Special Education Non-credit Course (all levels)|<10
KPHAN|Choice Making for Healthy Living|Level 1|Special Education Non-credit Course (all levels)|560
KPHBN|Choice Making for Healthy Living|Level 2|Special Education Non-credit Course (all levels)|575
KPHCN|Choice Making for Healthy Living|Level 3|Special Education Non-credit Course (all levels)|445
KPHDN|Choice Making for Healthy Living|Level 4|Special Education Non-credit Course (all levels)|335
KPHEN|Choice Making for Healthy Living|Level 5|Special Education Non-credit Course (all levels)|225
KPHFN|Choice Making for Healthy Living|Level 6|Special Education Non-credit Course (all levels)|150
KPHGN|Choice Making for Healthy Living|Level 7|Special Education Non-credit Course (all levels)|130
KPHHN|Choice Making for Healthy Living|Level 8|Special Education Non-credit Course (all levels)|<10
KPHIN|Choice Making for Healthy Living|Level 9|Special Education Non-credit Course (all levels)|<10
KPHKN|Choice Making for Healthy Living|Level 11|Special Education Non-credit Course (all levels)|<10
KPHLN|Choice Making for Healthy Living|Level 12|Special Education Non-credit Course (all levels)|25
KPHMN|Choice Making for Healthy Living|Level 13|Special Education Non-credit Course (all levels)|20
KPPAN|Self Help and Self Care|Level 1|Special Education Non-credit Course (all levels)|920
KPPBN|Self Help and Self Care|Level 2|Special Education Non-credit Course (all levels)|360
KPPCN|Self Help and Self Care|Level 3|Special Education Non-credit Course (all levels)|440
KPPDN|Self Help and Self Care|Level 4|Special Education Non-credit Course (all levels)|385
KPPEN|Self Help and Self Care|Level 5|Special Education Non-credit Course (all levels)|235
KPPFN|Self Help and Self Care|Level 6|Special Education Non-credit Course (all levels)|140
KPPGN|Self Help and Self Care|Level 7|Special Education Non-credit Course (all levels)|145
KPPHN|Self Help and Self Care|Level 8|Special Education Non-credit Course (all levels)|10
KPPIN|Self Help and Self Care|Level 9|Special Education Non-credit Course (all levels)|<10
KPPJN|Self Help and Self Care|Level 10|Special Education Non-credit Course (all levels)|<10
KPPKN|Self Help and Self Care|Level 11|Special Education Non-credit Course (all levels)|<10
KPPMN|Self Help and Self Care|Level 13|Special Education Non-credit Course (all levels)|<10
KSNAN|Exploring Our Environment|Level 1|Special Education Non-credit Course (all levels)|915
KSNBN|Exploring Our Environment|Level 2|Special Education Non-credit Course (all levels)|440
KSNCN|Exploring Our Environment|Level 3|Special Education Non-credit Course (all levels)|370
KSNDN|Exploring Our Environment|Level 4|Special Education Non-credit Course (all levels)|345
KSNEN|Exploring Our Environment|Level 5|Special Education Non-credit Course (all levels)|215
KSNFN|Exploring Our Environment|Level 6|Special Education Non-credit Course (all levels)|205
KSNGN|Exploring Our Environment|Level 7|Special Education Non-credit Course (all levels)|95
KSNHN|Exploring Our Environment|Level 8|Special Education Non-credit Course (all levels)|25
KSNIN|Exploring Our Environment|Level 9|Special Education Non-credit Course (all levels)|<10
KSNJN|Exploring Our Environment|Level 10|Special Education Non-credit Course (all levels)|30
KSNKN|Exploring Our Environment|Level 11|Special Education Non-credit Course (all levels)|10
KSNMN|Exploring Our Environment|Level 13|Special Education Non-credit Course (all levels)|380
KSNNN|Exploring Our Environment|Level 14|Special Education Non-credit Course (all levels)|<10
KSNON|Exploring Our Environment|Level 15|Special Education Non-credit Course (all levels)|<10
KTTAN|Computer Skills|Level 1|Special Education Non-credit Course (all levels)|375
KTTBN|Computer Skills|Level 2|Special Education Non-credit Course (all levels)|245
KTTCN|Computer Skills|Level 3|Special Education Non-credit Course (all levels)|195
KTTDN|Computer Skills|Level 4|Special Education Non-credit Course (all levels)|130
KTTEN|Computer Skills|Level 5|Special Education Non-credit Course (all levels)|95
KTTFN|Computer Skills|Level 6|Special Education Non-credit Course (all levels)|125
KTTGN|Computer Skills|Level 7|Special Education Non-credit Course (all levels)|65
KTTHN|Computer Skills|Level 8|Special Education Non-credit Course (all levels)|<10
KTTIN|Computer Skills|Level 9|Special Education Non-credit Course (all levels)|<10
KTTJN|Computer Skills|Level 10|Special Education Non-credit Course (all levels)|10
KTTKN|Computer Skills|Level 11|Special Education Non-credit Course (all levels)|<10
KTTLN|Computer Skills|Level 12|Special Education Non-credit Course (all levels)|<10
KTTMN|Computer Skills|Level 13|Special Education Non-credit Course (all levels)|330
KTTNN|Computer Skills|Level 14|Special Education Non-credit Course (all levels)|<10
KTTON|Computer Skills|Level 15|Special Education Non-credit Course (all levels)|<10
LBACO|Albanian|Level 3|Open (Grade 9 - 12 level)|15
LIPBD|Punjabi|Level 2|Academic (Grade 9 & 10 level)|10
LKJBD|Japanese|Level 2|Academic (Grade 9 & 10 level)|120
LKJCU|Japanese|Level 3|University Preparation (Grade 11 & 12 level)|50
LKJDU|Japanese|Level 4|University Preparation (Grade 11 & 12 level)|<10
LKKBO|Korean|Level 2|Open (Grade 9 - 12 level)|20
LKMBD|Traditional Chinese (Mandarin)|Level 2|Academic (Grade 9 & 10 level)|55
LKMCU|Traditional Chinese (Mandarin)|Level 3|University Preparation (Grade 11 & 12 level)|50
LKMDU|Traditional Chinese (Mandarin)|Level 4|University Preparation (Grade 11 & 12 level)|40
LLLDU|Latvian|Level 4|University Preparation (Grade 11 & 12 level)|<10
LNAAO|Cayuga|Level 1|Open (Grade 9 - 12 level)|45
LNABO|Cayuga|Level 2|Open (Grade 9 - 12 level)|10
LNCAO|Cree|Level 1|Open (Grade 9 - 12 level)|20
LNLAO|Oji-Cree|Level 1|Open (Grade 9 - 12 level)|105
LNLBO|Oji-Cree|Level 2|Open (Grade 9 - 12 level)|20
LNLCO|Oji-Cree|Level 3|Open (Grade 9 - 12 level)|<10
LNMAO|Mohawk|Level 1|Open (Grade 9 - 12 level)|110
LNMBO|Mohawk|Level 2|Open (Grade 9 - 12 level)|60
LNMCO|Mohawk|Level 3|Open (Grade 9 - 12 level)|15
LNMDO|Mohawk|Level 4|Open (Grade 9 - 12 level)|<10
LNMEO|Mohawk|Level 5|Open (Grade 9 - 12 level)|<10
LNNAO|Oneida|Level 1|Open (Grade 9 - 12 level)|15
LNNBO|Oneida|Level 2|Open (Grade 9 - 12 level)|35
LNNCO|Oneida|Level 3|Open (Grade 9 - 12 level)|<10
LNOAO|Ojibwe|Level 1|Open (Grade 9 - 12 level)|895
LNOBO|Ojibwe|Level 2|Open (Grade 9 - 12 level)|365
LNOCO|Ojibwe|Level 3|Open (Grade 9 - 12 level)|120
LNODO|Ojibwe|Level 4|Open (Grade 9 - 12 level)|35
LNOEO|Ojibwe|Level 5|Open (Grade 9 - 12 level)|15
LSLAO|American Sign Language|Level 1|Open (Grade 9 - 12 level)|70
LVGBD|Acient Greek|Level 2|Academic (Grade 9 & 10 level)|<10
LVLBD|Latin|Level 2|Academic (Grade 9 & 10 level)|550
